"","gene","colors"
"831","Pastreoides10251","grey"
"832","Pastreoides10252","red"
"833","Pastreoides10280","grey60"
"834","Pastreoides10284","grey"
"835","Pastreoides10285","pink"
"836","Pastreoides10286","yellow"
"837","Pastreoides10287","pink"
"838","Pastreoides10292","grey"
"839","Pastreoides10296","lightcyan"
"840","Pastreoides10321","turquoise"
"841","Pastreoides10322","greenyellow"
"842","Pastreoides10331","red"
"843","Pastreoides10344","red"
"844","Pastreoides10345","salmon"
"845","Pastreoides10346","turquoise"
"846","Pastreoides10348","salmon"
"847","Pastreoides10362","cyan"
"848","Pastreoides10372","cyan"
"849","Pastreoides10413","blue"
"850","Pastreoides10425","lightyellow"
"851","Pastreoides10459","greenyellow"
"852","Pastreoides10461","grey"
"853","Pastreoides10469","pink"
"854","Pastreoides10479","turquoise"
"855","Pastreoides10528","grey60"
"856","Pastreoides10530","pink"
"857","Pastreoides10536","green"
"858","Pastreoides10543","turquoise"
"859","Pastreoides10544","yellow"
"860","Pastreoides10545","lightcyan"
"861","Pastreoides10606","lightgreen"
"862","Pastreoides10612","purple"
"863","Pastreoides10625","purple"
"864","Pastreoides10626","greenyellow"
"865","Pastreoides10681","turquoise"
"866","Pastreoides10683","pink"
"867","Pastreoides10684","magenta"
"868","Pastreoides10711","midnightblue"
"869","Pastreoides10746","grey"
"870","Pastreoides10751","brown"
"871","Pastreoides10781","grey"
"872","Pastreoides10784","purple"
"873","Pastreoides10830","grey60"
"874","Pastreoides10851","yellow"
"875","Pastreoides10857","cyan"
"876","Pastreoides10869","magenta"
"877","Pastreoides10909","blue"
"878","Pastreoides10913","yellow"
"879","Pastreoides10916","salmon"
"880","Pastreoides10946","grey"
"881","Pastreoides10959","pink"
"882","Pastreoides10960","red"
"883","Pastreoides11001","green"
"884","Pastreoides11004","greenyellow"
"885","Pastreoides11005","greenyellow"
"886","Pastreoides11015","brown"
"887","Pastreoides11035","grey"
"888","Pastreoides11071","midnightblue"
"889","Pastreoides11081","yellow"
"890","Pastreoides11082","brown"
"891","Pastreoides11101","yellow"
"892","Pastreoides11105","tan"
"893","Pastreoides11107","yellow"
"894","Pastreoides11110","grey"
"895","Pastreoides11121","purple"
"896","Pastreoides11131","turquoise"
"897","Pastreoides11172","turquoise"
"898","Pastreoides11213","brown"
"899","Pastreoides11219","red"
"900","Pastreoides11243","turquoise"
"901","Pastreoides11257","magenta"
"902","Pastreoides11269","turquoise"
"903","Pastreoides11270","blue"
"904","Pastreoides11276","yellow"
"905","Pastreoides11277","blue"
"906","Pastreoides11299","red"
"907","Pastreoides11301","magenta"
"908","Pastreoides11332","greenyellow"
"909","Pastreoides11346","red"
"910","Pastreoides11348","cyan"
"911","Pastreoides11380","turquoise"
"912","Pastreoides11393","salmon"
"913","Pastreoides11396","tan"
"914","Pastreoides11411","purple"
"915","Pastreoides11428","salmon"
"916","Pastreoides11431","salmon"
"917","Pastreoides11433","turquoise"
"918","Pastreoides11474","grey"
"919","Pastreoides11499","grey"
"920","Pastreoides11500","lightgreen"
"921","Pastreoides11514","greenyellow"
"922","Pastreoides11524","green"
"923","Pastreoides11528","turquoise"
"924","Pastreoides11531","turquoise"
"925","Pastreoides11536","midnightblue"
"926","Pastreoides11541","magenta"
"927","Pastreoides11551","yellow"
"928","Pastreoides11562","green"
"929","Pastreoides11565","turquoise"
"930","Pastreoides11575","turquoise"
"931","Pastreoides11586","salmon"
"932","Pastreoides11591","brown"
"933","Pastreoides11639","pink"
"934","Pastreoides11649","purple"
"935","Pastreoides11651","grey"
"936","Pastreoides11652","black"
"937","Pastreoides11655","blue"
"938","Pastreoides11657","lightcyan"
"939","Pastreoides11658","red"
"940","Pastreoides11659","black"
"941","Pastreoides11674","greenyellow"
"942","Pastreoides11678","grey"
"943","Pastreoides11683","brown"
"944","Pastreoides11684","blue"
"945","Pastreoides11688","yellow"
"946","Pastreoides11692","lightyellow"
"947","Pastreoides11717","green"
"948","Pastreoides11728","pink"
"949","Pastreoides11729","tan"
"950","Pastreoides11749","pink"
"951","Pastreoides11751","magenta"
"952","Pastreoides11752","blue"
"953","Pastreoides11767","red"
"954","Pastreoides11780","turquoise"
"955","Pastreoides11787","cyan"
"956","Pastreoides11834","yellow"
"957","Pastreoides11852","black"
"958","Pastreoides11858","purple"
"959","Pastreoides11868","brown"
"960","Pastreoides11876","turquoise"
"961","Pastreoides11877","black"
"962","Pastreoides11879","grey"
"963","Pastreoides11907","black"
"964","Pastreoides11908","turquoise"
"965","Pastreoides11909","turquoise"
"966","Pastreoides11959","turquoise"
"967","Pastreoides11992","brown"
"968","Pastreoides12043","tan"
"969","Pastreoides12044","blue"
"970","Pastreoides12062","grey"
"971","Pastreoides12067","turquoise"
"972","Pastreoides12099","grey"
"973","Pastreoides12111","yellow"
"974","Pastreoides12118","cyan"
"975","Pastreoides12120","purple"
"976","Pastreoides12129","grey"
"977","Pastreoides12137","red"
"978","Pastreoides12138","magenta"
"979","Pastreoides12139","green"
"980","Pastreoides12146","lightgreen"
"981","Pastreoides12183","blue"
"982","Pastreoides12189","blue"
"983","Pastreoides12196","cyan"
"984","Pastreoides12209","black"
"985","Pastreoides12229","grey60"
"986","Pastreoides12233","tan"
"987","Pastreoides12254","pink"
"988","Pastreoides12266","turquoise"
"989","Pastreoides12327","red"
"990","Pastreoides12330","brown"
"991","Pastreoides12335","grey"
"992","Pastreoides12358","grey"
"993","Pastreoides12360","purple"
"994","Pastreoides12361","lightcyan"
"995","Pastreoides12365","grey"
"996","Pastreoides12367","grey"
"997","Pastreoides12447","lightgreen"
"998","Pastreoides12454","blue"
"999","Pastreoides12460","green"
"1000","Pastreoides12519","pink"
"1001","Pastreoides12526","green"
"1002","Pastreoides12528","blue"
"1003","Pastreoides12529","grey60"
"1004","Pastreoides12545","cyan"
"1005","Pastreoides12550","green"
"1006","Pastreoides12556","black"
"1007","Pastreoides12567","blue"
"1008","Pastreoides12579","grey"
"1009","Pastreoides12592","midnightblue"
"1010","Pastreoides12593","grey"
"1011","Pastreoides12594","lightcyan"
"1012","Pastreoides12615","brown"
"1013","Pastreoides12623","tan"
"1014","Pastreoides12624","tan"
"1015","Pastreoides12664","brown"
"1016","Pastreoides12673","turquoise"
"1017","Pastreoides12674","turquoise"
"1018","Pastreoides12709","grey60"
"1019","Pastreoides12713","magenta"
"1020","Pastreoides12716","red"
"1021","Pastreoides12718","red"
"1022","Pastreoides12720","pink"
"1023","Pastreoides12733","tan"
"1024","Pastreoides12735","black"
"1025","Pastreoides12738","tan"
"1026","Pastreoides12756","black"
"1027","Pastreoides12759","greenyellow"
"1028","Pastreoides12760","grey"
"1029","Pastreoides12775","turquoise"
"1030","Pastreoides12790","turquoise"
"1031","Pastreoides12791","yellow"
"1032","Pastreoides12806","yellow"
"1033","Pastreoides12834","red"
"1034","Pastreoides12836","blue"
"1035","Pastreoides12874","turquoise"
"1036","Pastreoides12879","turquoise"
"1037","Pastreoides12888","grey60"
"1038","Pastreoides12889","grey"
"1039","Pastreoides12912","purple"
"1040","Pastreoides12915","blue"
"1041","Pastreoides12925","yellow"
"1042","Pastreoides12955","red"
"1043","Pastreoides12956","magenta"
"1044","Pastreoides12957","green"
"1045","Pastreoides13005","grey"
"1046","Pastreoides13049","grey"
"1047","Pastreoides13092","grey"
"1048","Pastreoides13096","red"
"1049","Pastreoides13106","turquoise"
"1050","Pastreoides13146","midnightblue"
"1051","Pastreoides13148","grey"
"1052","Pastreoides13169","magenta"
"1053","Pastreoides13182","lightgreen"
"1054","Pastreoides13183","grey"
"1055","Pastreoides13191","black"
"1056","Pastreoides13214","turquoise"
"1057","Pastreoides13217","lightyellow"
"1058","Pastreoides13226","lightyellow"
"1059","Pastreoides13260","lightcyan"
"1060","Pastreoides13262","brown"
"1061","Pastreoides13274","midnightblue"
"1062","Pastreoides13280","cyan"
"1063","Pastreoides13282","lightgreen"
"1064","Pastreoides13283","lightyellow"
"1065","Pastreoides13284","turquoise"
"1066","Pastreoides13285","turquoise"
"1067","Pastreoides13299","salmon"
"1068","Pastreoides13301","turquoise"
"1069","Pastreoides13302","brown"
"1070","Pastreoides13327","black"
"1071","Pastreoides13337","lightcyan"
"1072","Pastreoides13342","turquoise"
"1073","Pastreoides13344","grey"
"1074","Pastreoides13376","turquoise"
"1075","Pastreoides13447","greenyellow"
"1076","Pastreoides13449","blue"
"1077","Pastreoides13475","black"
"1078","Pastreoides13480","turquoise"
"1079","Pastreoides13500","grey"
"1080","Pastreoides13515","grey"
"1081","Pastreoides13517","turquoise"
"1082","Pastreoides13531","green"
"1083","Pastreoides13542","midnightblue"
"1084","Pastreoides13546","yellow"
"1085","Pastreoides13574","red"
"1086","Pastreoides13586","brown"
"1087","Pastreoides13592","brown"
"1088","Pastreoides13607","brown"
"1089","Pastreoides13611","grey"
"1090","Pastreoides13613","lightgreen"
"1091","Pastreoides13614","cyan"
"1092","Pastreoides13661","black"
"1093","Pastreoides13673","cyan"
"1094","Pastreoides13745","lightyellow"
"1095","Pastreoides13748","tan"
"1096","Pastreoides13749","turquoise"
"1097","Pastreoides13753","brown"
"1098","Pastreoides13756","salmon"
"1099","Pastreoides13760","midnightblue"
"1100","Pastreoides13763","green"
"1101","Pastreoides13765","brown"
"1102","Pastreoides13792","salmon"
"1103","Pastreoides13804","red"
"1104","Pastreoides13806","brown"
"1105","Pastreoides13828","red"
"1106","Pastreoides13831","grey60"
"1107","Pastreoides13870","tan"
"1108","Pastreoides13873","turquoise"
"1109","Pastreoides13878","tan"
"1110","Pastreoides13917","black"
"1111","Pastreoides13974","magenta"
"1112","Pastreoides14013","grey60"
"1113","Pastreoides14014","blue"
"1114","Pastreoides14015","midnightblue"
"1115","Pastreoides14019","black"
"1116","Pastreoides14020","pink"
"1117","Pastreoides14028","cyan"
"1118","Pastreoides14035","green"
"1119","Pastreoides14056","grey"
"1120","Pastreoides14057","brown"
"1121","Pastreoides14080","green"
"1122","Pastreoides14125","grey60"
"1123","Pastreoides14157","blue"
"1124","Pastreoides14181","blue"
"1125","Pastreoides14184","purple"
"1126","Pastreoides14185","greenyellow"
"1127","Pastreoides14186","grey"
"1128","Pastreoides14188","turquoise"
"1129","Pastreoides14217","grey"
"1130","Pastreoides14238","lightyellow"
"1131","Pastreoides14239","lightyellow"
"1132","Pastreoides14246","yellow"
"1133","Pastreoides14262","turquoise"
"1134","Pastreoides14263","cyan"
"1135","Pastreoides14284","yellow"
"1136","Pastreoides14287","lightcyan"
"1137","Pastreoides14295","grey"
"1138","Pastreoides14298","magenta"
"1139","Pastreoides14320","blue"
"1140","Pastreoides14323","magenta"
"1141","Pastreoides14339","greenyellow"
"1142","Pastreoides14362","turquoise"
"1143","Pastreoides14363","brown"
"1144","Pastreoides14374","grey"
"1145","Pastreoides14417","pink"
"1146","Pastreoides14422","turquoise"
"1147","Pastreoides14423","blue"
"1148","Pastreoides14432","pink"
"1149","Pastreoides14436","red"
"1150","Pastreoides14437","pink"
"1151","Pastreoides14472","turquoise"
"1152","Pastreoides14473","lightyellow"
"1153","Pastreoides14506","turquoise"
"1154","Pastreoides14513","grey"
"1155","Pastreoides14523","pink"
"1156","Pastreoides14524","lightcyan"
"1157","Pastreoides14527","brown"
"1158","Pastreoides14555","green"
"1159","Pastreoides14557","grey"
"1160","Pastreoides14564","purple"
"1161","Pastreoides14565","red"
"1162","Pastreoides14567","greenyellow"
"1163","Pastreoides14575","blue"
"1164","Pastreoides14635","grey"
"1165","Pastreoides14654","blue"
"1166","Pastreoides14660","magenta"
"1167","Pastreoides14714","green"
"1168","Pastreoides14740","turquoise"
"1169","Pastreoides14741","grey"
"1170","Pastreoides14776","black"
"1171","Pastreoides14778","lightyellow"
"1172","Pastreoides14779","blue"
"1173","Pastreoides14792","salmon"
"1174","Pastreoides14803","blue"
"1175","Pastreoides14860","brown"
"1176","Pastreoides14872","purple"
"1177","Pastreoides14877","green"
"1178","Pastreoides14879","grey"
"1179","Pastreoides14880","red"
"1180","Pastreoides14892","yellow"
"1181","Pastreoides14894","lightcyan"
"1182","Pastreoides14949","pink"
"1183","Pastreoides14988","greenyellow"
"1184","Pastreoides15025","green"
"1185","Pastreoides15029","yellow"
"1186","Pastreoides15031","blue"
"1187","Pastreoides15039","red"
"1188","Pastreoides15041","tan"
"1189","Pastreoides15100","yellow"
"1190","Pastreoides15107","blue"
"1191","Pastreoides15110","magenta"
"1192","Pastreoides15124","blue"
"1193","Pastreoides15128","blue"
"1194","Pastreoides15130","green"
"1195","Pastreoides15137","tan"
"1196","Pastreoides15139","cyan"
"1197","Pastreoides15147","greenyellow"
"1198","Pastreoides15152","pink"
"1199","Pastreoides15206","brown"
"1200","Pastreoides15210","black"
"1201","Pastreoides15211","black"
"1202","Pastreoides15270","green"
"1203","Pastreoides15282","black"
"1204","Pastreoides15283","green"
"1205","Pastreoides15285","red"
"1206","Pastreoides15307","greenyellow"
"1207","Pastreoides15326","turquoise"
"1208","Pastreoides15336","salmon"
"1209","Pastreoides15380","yellow"
"1210","Pastreoides15381","grey"
"1211","Pastreoides15449","grey"
"1212","Pastreoides15468","turquoise"
"1213","Pastreoides15469","blue"
"1214","Pastreoides15478","brown"
"1215","Pastreoides15480","brown"
"1216","Pastreoides15483","magenta"
"1217","Pastreoides15500","yellow"
"1218","Pastreoides15503","brown"
"1219","Pastreoides15519","grey"
"1220","Pastreoides15523","turquoise"
"1221","Pastreoides15527","brown"
"1222","Pastreoides15536","midnightblue"
"1223","Pastreoides15538","grey"
"1224","Pastreoides15539","yellow"
"1225","Pastreoides15540","red"
"1226","Pastreoides15544","blue"
"1227","Pastreoides15556","grey60"
"1228","Pastreoides15563","turquoise"
"1229","Pastreoides15572","yellow"
"1230","Pastreoides15590","turquoise"
"1231","Pastreoides15593","salmon"
"1232","Pastreoides15597","black"
"1233","Pastreoides15601","brown"
"1234","Pastreoides15613","salmon"
"1235","Pastreoides15614","turquoise"
"1236","Pastreoides15626","green"
"1237","Pastreoides15637","turquoise"
"1238","Pastreoides15643","cyan"
"1239","Pastreoides15668","purple"
"1240","Pastreoides15673","grey"
"1241","Pastreoides15692","lightgreen"
"1242","Pastreoides15697","midnightblue"
"1243","Pastreoides15708","turquoise"
"1244","Pastreoides15710","grey"
"1245","Pastreoides15712","brown"
"1246","Pastreoides15713","blue"
"1247","Pastreoides15734","grey"
"1248","Pastreoides15735","red"
"1249","Pastreoides15746","greenyellow"
"1250","Pastreoides15761","yellow"
"1251","Pastreoides15780","lightcyan"
"1252","Pastreoides15829","salmon"
"1253","Pastreoides15863","greenyellow"
"1254","Pastreoides15865","red"
"1255","Pastreoides15934","brown"
"1256","Pastreoides15968","grey"
"1257","Pastreoides15970","lightyellow"
"1258","Pastreoides15971","midnightblue"
"1259","Pastreoides15990","green"
"1260","Pastreoides15992","green"
"1261","Pastreoides15993","grey"
"1262","Pastreoides16012","brown"
"1263","Pastreoides16017","blue"
"1264","Pastreoides16021","blue"
"1265","Pastreoides16026","yellow"
"1266","Pastreoides16030","red"
"1267","Pastreoides16040","turquoise"
"1268","Pastreoides16085","pink"
"1269","Pastreoides16086","greenyellow"
"1270","Pastreoides16090","blue"
"1271","Pastreoides16093","grey"
"1272","Pastreoides16109","black"
"1273","Pastreoides16122","grey"
"1274","Pastreoides16125","cyan"
"1275","Pastreoides16138","blue"
"1276","Pastreoides16162","midnightblue"
"1277","Pastreoides16185","tan"
"1278","Pastreoides16187","grey"
"1279","Pastreoides16203","turquoise"
"1280","Pastreoides16205","magenta"
"1281","Pastreoides16208","magenta"
"1282","Pastreoides16226","greenyellow"
"1283","Pastreoides16268","pink"
"1284","Pastreoides16272","green"
"1285","Pastreoides16274","grey"
"1286","Pastreoides16279","midnightblue"
"1287","Pastreoides16311","grey"
"1288","Pastreoides16332","brown"
"1289","Pastreoides16336","purple"
"1290","Pastreoides16348","turquoise"
"1291","Pastreoides16356","cyan"
"1292","Pastreoides16360","grey"
"1293","Pastreoides16370","green"
"1294","Pastreoides16435","grey"
"1295","Pastreoides16436","green"
"1296","Pastreoides16437","turquoise"
"1297","Pastreoides16442","green"
"1298","Pastreoides16446","blue"
"1299","Pastreoides16448","purple"
"1300","Pastreoides16449","turquoise"
"1301","Pastreoides16524","blue"
"1302","Pastreoides16591","cyan"
"1303","Pastreoides16598","black"
"1304","Pastreoides16614","green"
"1305","Pastreoides16616","turquoise"
"1306","Pastreoides16639","pink"
"1307","Pastreoides16640","greenyellow"
"1308","Pastreoides16655","lightcyan"
"1309","Pastreoides16658","pink"
"1310","Pastreoides16670","midnightblue"
"1311","Pastreoides16678","salmon"
"1312","Pastreoides16752","magenta"
"1313","Pastreoides16762","red"
"1314","Pastreoides16766","green"
"1315","Pastreoides16779","grey"
"1316","Pastreoides16783","blue"
"1317","Pastreoides16847","midnightblue"
"1318","Pastreoides16876","blue"
"1319","Pastreoides16884","turquoise"
"1320","Pastreoides16893","black"
"1321","Pastreoides16897","green"
"1322","Pastreoides16899","greenyellow"
"1323","Pastreoides16901","yellow"
"1324","Pastreoides16905","turquoise"
"1325","Pastreoides16958","blue"
"1326","Pastreoides16965","red"
"1327","Pastreoides16966","magenta"
"1328","Pastreoides16971","green"
"1329","Pastreoides16980","magenta"
"1330","Pastreoides16991","grey"
"1331","Pastreoides16992","midnightblue"
"1332","Pastreoides16994","grey"
"1333","Pastreoides16997","red"
"1334","Pastreoides17029","turquoise"
"1335","Pastreoides17033","greenyellow"
"1336","Pastreoides17036","brown"
"1337","Pastreoides17040","brown"
"1338","Pastreoides17041","green"
"1339","Pastreoides17046","pink"
"1340","Pastreoides17063","turquoise"
"1341","Pastreoides17064","yellow"
"1342","Pastreoides17066","grey"
"1343","Pastreoides17070","brown"
"1344","Pastreoides17071","grey"
"1345","Pastreoides17076","brown"
"1346","Pastreoides17078","salmon"
"1347","Pastreoides17081","blue"
"1348","Pastreoides17092","tan"
"1349","Pastreoides17095","tan"
"1350","Pastreoides17097","blue"
"1351","Pastreoides17117","blue"
"1352","Pastreoides17146","blue"
"1353","Pastreoides17153","greenyellow"
"1354","Pastreoides17176","red"
"1355","Pastreoides17185","blue"
"1356","Pastreoides17186","green"
"1357","Pastreoides17190","grey"
"1358","Pastreoides17200","pink"
"1359","Pastreoides17203","greenyellow"
"1360","Pastreoides17212","turquoise"
"1361","Pastreoides17215","blue"
"1362","Pastreoides17224","purple"
"1363","Pastreoides17264","pink"
"1364","Pastreoides17266","green"
"1365","Pastreoides17267","black"
"1366","Pastreoides17268","blue"
"1367","Pastreoides17270","lightyellow"
"1368","Pastreoides17271","blue"
"1369","Pastreoides17272","blue"
"1370","Pastreoides17273","magenta"
"1371","Pastreoides17274","blue"
"1372","Pastreoides17281","grey"
"1373","Pastreoides17282","black"
"1374","Pastreoides17283","black"
"1375","Pastreoides17287","lightcyan"
"1376","Pastreoides17288","blue"
"1377","Pastreoides17291","turquoise"
"1378","Pastreoides17292","brown"
"1379","Pastreoides17367","grey60"
"1380","Pastreoides17376","purple"
"1381","Pastreoides17416","blue"
"1382","Pastreoides17460","red"
"1383","Pastreoides17472","purple"
"1384","Pastreoides17475","pink"
"1385","Pastreoides17477","blue"
"1386","Pastreoides17484","yellow"
"1387","Pastreoides17492","salmon"
"1388","Pastreoides17512","yellow"
"1389","Pastreoides17531","grey60"
"1390","Pastreoides17539","magenta"
"1391","Pastreoides17549","cyan"
"1392","Pastreoides17551","turquoise"
"1393","Pastreoides17552","green"
"1394","Pastreoides17560","brown"
"1395","Pastreoides17563","midnightblue"
"1396","Pastreoides17577","blue"
"1397","Pastreoides17589","turquoise"
"1398","Pastreoides17590","brown"
"1399","Pastreoides17593","purple"
"1400","Pastreoides17594","grey"
"1401","Pastreoides17595","yellow"
"1402","Pastreoides17596","grey"
"1403","Pastreoides17597","red"
"1404","Pastreoides17598","grey"
"1405","Pastreoides17599","greenyellow"
"1406","Pastreoides17601","blue"
"1407","Pastreoides17603","black"
"1408","Pastreoides17606","yellow"
"1409","Pastreoides17618","green"
"1410","Pastreoides17619","grey"
"1411","Pastreoides17621","green"
"1412","Pastreoides17625","midnightblue"
"1413","Pastreoides17626","grey"
"1414","Pastreoides17630","blue"
"1415","Pastreoides17632","grey"
"1416","Pastreoides17646","yellow"
"1417","Pastreoides17652","grey"
"1418","Pastreoides17656","cyan"
"1419","Pastreoides17734","midnightblue"
"1420","Pastreoides17736","blue"
"1421","Pastreoides17750","turquoise"
"1422","Pastreoides17761","grey"
"1423","Pastreoides17765","purple"
"1424","Pastreoides17783","pink"
"1425","Pastreoides17792","cyan"
"1426","Pastreoides17801","red"
"1427","Pastreoides17804","grey60"
"1428","Pastreoides17814","yellow"
"1429","Pastreoides17823","purple"
"1430","Pastreoides17830","blue"
"1431","Pastreoides17833","grey60"
"1432","Pastreoides17836","turquoise"
"1433","Pastreoides17837","yellow"
"1434","Pastreoides17838","yellow"
"1435","Pastreoides17839","cyan"
"1436","Pastreoides17841","grey"
"1437","Pastreoides17842","yellow"
"1438","Pastreoides17843","turquoise"
"1439","Pastreoides17847","red"
"1440","Pastreoides17848","yellow"
"1441","Pastreoides17850","grey"
"1442","Pastreoides17852","turquoise"
"1443","Pastreoides17853","lightcyan"
"1444","Pastreoides17855","purple"
"1445","Pastreoides17856","purple"
"1446","Pastreoides17858","lightyellow"
"1447","Pastreoides17880","blue"
"1448","Pastreoides17939","lightcyan"
"1449","Pastreoides17989","tan"
"1450","Pastreoides17990","grey"
"1451","Pastreoides17999","brown"
"1452","Pastreoides18000","brown"
"1453","Pastreoides18005","turquoise"
"1454","Pastreoides18015","brown"
"1455","Pastreoides18027","grey60"
"1456","Pastreoides18035","brown"
"1457","Pastreoides18037","blue"
"1458","Pastreoides18044","brown"
"1459","Pastreoides18066","salmon"
"1460","Pastreoides18070","brown"
"1461","Pastreoides18078","midnightblue"
"1462","Pastreoides18098","grey"
"1463","Pastreoides18113","grey"
"1464","Pastreoides18114","black"
"1465","Pastreoides18118","turquoise"
"1466","Pastreoides18123","black"
"1467","Pastreoides18132","magenta"
"1468","Pastreoides18143","turquoise"
"1469","Pastreoides18146","turquoise"
"1470","Pastreoides18150","red"
"1471","Pastreoides18158","turquoise"
"1472","Pastreoides18207","midnightblue"
"1473","Pastreoides18220","grey"
"1474","Pastreoides18233","red"
"1475","Pastreoides18234","purple"
"1476","Pastreoides18279","lightyellow"
"1477","Pastreoides18316","brown"
"1478","Pastreoides18323","magenta"
"1479","Pastreoides18335","purple"
"1480","Pastreoides18351","yellow"
"1481","Pastreoides18378","turquoise"
"1482","Pastreoides18387","red"
"1483","Pastreoides18451","green"
"1484","Pastreoides18459","cyan"
"1485","Pastreoides18465","pink"
"1486","Pastreoides18501","red"
"1487","Pastreoides18510","turquoise"
"1488","Pastreoides18522","tan"
"1489","Pastreoides18523","tan"
"1490","Pastreoides18525","tan"
"1491","Pastreoides18528","yellow"
"1492","Pastreoides18529","tan"
"1493","Pastreoides18531","grey"
"1494","Pastreoides18540","blue"
"1495","Pastreoides18550","turquoise"
"1496","Pastreoides18591","yellow"
"1497","Pastreoides18593","pink"
"1498","Pastreoides18598","green"
"1499","Pastreoides18608","grey"
"1500","Pastreoides18616","tan"
"1501","Pastreoides18621","lightgreen"
"1502","Pastreoides18624","brown"
"1503","Pastreoides18682","salmon"
"1504","Pastreoides18702","grey"
"1505","Pastreoides18737","grey"
"1506","Pastreoides18746","midnightblue"
"1507","Pastreoides18748","tan"
"1508","Pastreoides18749","brown"
"1509","Pastreoides18843","yellow"
"1510","Pastreoides18852","red"
"1511","Pastreoides18889","grey"
"1512","Pastreoides18914","green"
"1513","Pastreoides18931","yellow"
"1514","Pastreoides18934","pink"
"1515","Pastreoides18944","red"
"1516","Pastreoides18948","salmon"
"1517","Pastreoides18952","turquoise"
"1518","Pastreoides18955","yellow"
"1519","Pastreoides18959","tan"
"1520","Pastreoides18983","turquoise"
"1521","Pastreoides19009","black"
"1522","Pastreoides19011","blue"
"1523","Pastreoides19026","yellow"
"1524","Pastreoides19029","purple"
"1525","Pastreoides19032","turquoise"
"1526","Pastreoides19052","red"
"1527","Pastreoides19069","green"
"1528","Pastreoides19092","blue"
"1529","Pastreoides19095","turquoise"
"1530","Pastreoides19204","lightcyan"
"1531","Pastreoides19205","turquoise"
"1532","Pastreoides19211","grey"
"1533","Pastreoides19266","black"
"1534","Pastreoides19272","yellow"
"1535","Pastreoides19282","yellow"
"1536","Pastreoides19284","black"
"1537","Pastreoides19310","purple"
"1538","Pastreoides19313","grey"
"1539","Pastreoides19314","purple"
"1540","Pastreoides19315","yellow"
"1541","Pastreoides19335","lightcyan"
"1542","Pastreoides19336","salmon"
"1543","Pastreoides19338","blue"
"1544","Pastreoides19354","blue"
"1545","Pastreoides19358","grey60"
"1546","Pastreoides19361","green"
"1547","Pastreoides19362","red"
"1548","Pastreoides19363","pink"
"1549","Pastreoides19390","greenyellow"
"1550","Pastreoides19393","greenyellow"
"1551","Pastreoides19432","yellow"
"1552","Pastreoides19433","greenyellow"
"1553","Pastreoides19507","greenyellow"
"1554","Pastreoides19515","blue"
"1555","Pastreoides19609","blue"
"1556","Pastreoides19612","purple"
"1557","Pastreoides19615","brown"
"1558","Pastreoides19621","cyan"
"1559","Pastreoides19636","grey"
"1560","Pastreoides19646","salmon"
"1561","Pastreoides19650","blue"
"1562","Pastreoides19664","lightyellow"
"1563","Pastreoides19707","greenyellow"
"1564","Pastreoides19749","black"
"1565","Pastreoides19751","black"
"1566","Pastreoides19773","yellow"
"1567","Pastreoides19774","pink"
"1568","Pastreoides19778","red"
"1569","Pastreoides19787","green"
"1570","Pastreoides19793","brown"
"1571","Pastreoides19794","purple"
"1572","Pastreoides19798","turquoise"
"1573","Pastreoides19803","red"
"1574","Pastreoides19833","blue"
"1575","Pastreoides19852","turquoise"
"1576","Pastreoides19865","green"
"1577","Pastreoides19871","yellow"
"1578","Pastreoides19879","pink"
"1579","Pastreoides19883","salmon"
"1580","Pastreoides19904","blue"
"1581","Pastreoides19924","green"
"1582","Pastreoides19926","tan"
"1583","Pastreoides19980","grey"
"1584","Pastreoides20013","magenta"
"1585","Pastreoides20019","midnightblue"
"1586","Pastreoides20023","grey"
"1587","Pastreoides20039","midnightblue"
"1588","Pastreoides20044","black"
"1589","Pastreoides20111","greenyellow"
"1590","Pastreoides20127","greenyellow"
"1591","Pastreoides20176","lightcyan"
"1592","Pastreoides20187","lightyellow"
"1593","Pastreoides20242","green"
"1594","Pastreoides20251","turquoise"
"1595","Pastreoides20260","grey"
"1596","Pastreoides20277","brown"
"1597","Pastreoides20280","blue"
"1598","Pastreoides20296","yellow"
"1599","Pastreoides20300","grey"
"1600","Pastreoides20309","salmon"
"1601","Pastreoides20311","green"
"1602","Pastreoides20315","grey"
"1603","Pastreoides20322","black"
"1604","Pastreoides20326","blue"
"1605","Pastreoides20336","grey"
"1606","Pastreoides20432","yellow"
"1607","Pastreoides20506","turquoise"
"1608","Pastreoides20524","salmon"
"1609","Pastreoides20532","yellow"
"1610","Pastreoides20575","turquoise"
"1611","Pastreoides20587","green"
"1612","Pastreoides20588","midnightblue"
"1613","Pastreoides20591","grey"
"1614","Pastreoides20592","grey"
"1615","Pastreoides20597","greenyellow"
"1616","Pastreoides20598","salmon"
"1617","Pastreoides20602","blue"
"1618","Pastreoides20654","salmon"
"1619","Pastreoides20682","green"
"1620","Pastreoides20716","lightyellow"
"1621","Pastreoides20718","salmon"
"1622","Pastreoides20749","turquoise"
"1623","Pastreoides20750","turquoise"
"1624","Pastreoides20756","purple"
"1625","Pastreoides20809","yellow"
"1626","Pastreoides20813","grey"
"1627","Pastreoides20823","red"
"1628","Pastreoides20913","brown"
"1629","Pastreoides20933","cyan"
"1630","Pastreoides20934","pink"
"1631","Pastreoides20945","turquoise"
"1632","Pastreoides20963","magenta"
