Mooring Name,Latitude,Longitude,Date,Time,xCO2 SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2 Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure (hPa),Licor Temp (C),MAPCO2 %O2,SST_C,Salinity,xCO2 SW (dry) (umol/mol),xCO2 Air (dry) (umol/mol),fCO2 SW (sat) uatm,fCO2 Air (sat) uatm,dfCO2,pCO2_SW_uatm,pCO2 Air (sat) uatm,dpCO2
CRESCENT_64W_32N,32.401,-64.798,7/29/2015,3:17,448.1,2,7.7,385.4,2,7.02,1017.8,28.4,100,27.327,36.28,451.6,388.1,436.4,375.1,61.3,437.8,376.2,61.5
CRESCENT_64W_32N,32.401,-64.798,7/29/2015,6:17,450.9,2,7.65,385.5,2,7.05,1016.5,28.1,99.78,27.289,36.282,454.4,388.3,438.6,374.7,63.8,439.9,375.9,64
CRESCENT_64W_32N,32.401,-64.798,7/29/2015,9:17,463.3,2,7.55,387.2,2,7.01,1016.6,27.9,98.98,27.159,36.289,466.8,389.9,450.7,376.4,74.3,452.1,377.6,74.5
CRESCENT_64W_32N,32.401,-64.798,7/29/2015,12:17,464.7,2,8.65,387.1,2,7.72,1017.7,27.8,98.49,27.073,36.298,468.8,390.1,453.2,377.1,76.1,454.6,378.3,76.3
CRESCENT_64W_32N,32.401,-64.798,7/29/2015,15:17,452,2,8.74,395,2,7.54,1019.2,28.4,98.83,27.297,36.248,456,398.1,441.3,385.2,56.1,442.7,386.4,56.3
CRESCENT_64W_32N,32.401,-64.798,7/29/2015,18:17,445.7,2,7.44,391.9,2,7.27,1018.6,28.1,99.25,27.192,36.078,449,394.8,434.4,381.9,52.5,435.7,383.1,52.6
CRESCENT_64W_32N,32.401,-64.798,7/29/2015,21:17,454.3,2,7.32,392.9,2,7.35,1018.4,27.5,99.15,27.115,36.053,457.6,395.8,442.7,382.9,59.8,444.1,384.1,60
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,0:17,458.4,2,7.38,397.1,2,7.39,1019.1,27.2,98.96,27.1,36.119,461.8,400,447,387.2,59.8,448.4,388.5,60
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,3:17,457.9,2,7.54,395,2,7.54,1019.5,27.2,98.7,27.004,36.046,461.4,398,446.9,385.5,61.4,448.3,386.7,61.6
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,6:17,460.3,2,7.55,391.1,2,7.5,1018.5,27.3,98.53,27.069,36.11,463.8,394.1,448.7,381.3,67.5,450.1,382.5,67.7
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,9:17,465,2,7.39,388.8,2,7.29,1020,27.3,98.15,27.019,36.124,468.5,391.7,454,379.6,74.5,455.5,380.8,74.7
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,12:17,464.1,2,8.34,385.8,2,8.24,1021.6,27.3,98.16,27.044,36.142,468,389,454.2,377.6,76.6,455.7,378.8,76.9
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,15:17,455.9,2,8.89,385.5,2,8.82,1022.1,28.1,98.95,27.426,36.154,460,388.9,446.4,377.3,69,447.8,378.5,69.2
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,18:17,453.7,2,7.4,388.3,2,7.26,1021.9,29.8,99.8,27.822,36.153,457.1,391.2,443.1,379.2,63.9,444.5,380.4,64.1
CRESCENT_64W_32N,32.401,-64.798,7/30/2015,21:17,452.8,2,4.44,397.6,2,3.14,1021.1,31.3,100.13,27.665,36.186,454.8,398.8,440.7,386.4,54.2,442,387.6,54.4
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,0:17,462.8,2,7.93,395.3,2,7.2,1021.5,31.4,99.65,27.477,36.201,466.5,398.2,452.3,386.1,66.2,453.7,387.3,66.4
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,3:17,456.5,2,7.96,394.9,2,7.54,1022.5,30.3,99.68,27.567,36.191,460.1,397.9,446.5,386.2,60.4,447.9,387.4,60.5
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,6:17,464.8,2,7.9,395.3,2,7.52,1021.9,29.5,99.28,27.493,36.188,468.5,398.3,454.4,386.3,68.1,455.8,387.5,68.3
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,9:17,473.2,2,7.81,395.5,2,7.55,1021.7,28.9,98.73,27.401,36.193,476.9,398.5,462.6,386.5,76,464,387.7,76.3
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,12:17,475.5,2,9.2,395.3,2,8.34,1022.5,28.6,98.5,27.456,36.201,480,398.7,465.9,387,78.9,467.3,388.2,79.2
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,15:17,468,2,9.73,394.8,2,9.66,1022.5,29.3,99.04,27.663,36.176,472.6,398.7,458.5,386.8,71.7,459.9,388,71.9
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,18:17,451.8,2,9.37,395.7,2,8.27,1021.7,30.6,99.99,28.027,36.189,456,399,441.8,386.5,55.2,443.1,387.7,55.4
CRESCENT_64W_32N,32.401,-64.798,7/31/2015,21:17,455.7,2,8.79,395.6,2,7.71,1020.8,31.8,100.25,27.865,36.206,459.8,398.7,445.1,386,59.1,446.5,387.2,59.3
CRESCENT_64W_32N,32.401,-64.798,8/01/2015,0:17,456.8,2,8.04,395.1,2,7.59,1021.5,31.8,100.24,27.671,36.218,460.5,398.1,446.3,385.9,60.4,447.7,387.1,60.6
CRESCENT_64W_32N,32.401,-64.798,8/01/2015,3:17,463.4,2,8.21,395.3,2,7.99,1022.3,30.6,100.02,27.857,36.215,467.2,398.5,453,386.4,66.6,454.4,387.6,66.8
CRESCENT_64W_32N,32.401,-64.798,8/01/2015,6:17,470.5,2,8.19,395.8,2,8,1021.1,29.9,99.47,27.678,36.206,474.3,399,459.6,386.5,73,461,387.7,73.3
CRESCENT_64W_32N,32.401,-64.798,8/01/2015,9:17,463.6,2,8.2,395.3,2,8.03,1021.1,29.3,99.37,27.575,36.212,467.4,398.5,452.9,386.2,66.7,454.3,387.4,66.9
