Mooring Name,Latitude,Longitude,Date,Time,xCO2 SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2 Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure (hPa),Licor Temp (C),MAPCO2 %O2,SST_C,Salinity,xCO2 SW (dry) (umol/mol),xCO2 Air (dry) (umol/mol),fCO2 SW (sat) uatm,fCO2 Air (sat) uatm,dfCO2,pCO2_SW_uatm,pCO2 Air (sat) uatm,dpCO2
HOG_REEF_64W_32N,32.457,-64.835,10/6/2014,21:17,455.8,2,7.6,391.1,2,6.51,1017.3,30,98.94,27.128,36.365,459.3,393.7,443.8,380.4,63.3,445.2,381.6,63.5
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,0:17,475.5,2,7.12,392,2,6.36,1018.5,29.4,98.82,27.074,36.36,478.9,394.5,463.4,381.7,81.7,464.8,382.9,81.9
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,3:17,487.7,2,7.25,391.6,2,6.49,1019.3,28.6,98.18,27.043,36.362,491.2,394.2,475.7,381.7,94,477.2,382.9,94.3
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,6:17,504.9,2,7.37,391.6,2,6.75,1018.9,27.9,97.24,27.015,36.364,508.7,394.3,492.4,381.7,110.7,494,382.9,111.1
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,9:17,495.4,2,7.41,391.3,2,6.79,1018.9,27.6,95.95,26.916,36.364,499.1,394,483.2,381.5,101.8,484.8,382.7,102.1
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,12:17,494.7,2,8.18,390.4,2,7.62,1020.1,27.4,94.86,26.862,36.365,498.8,393.5,483.6,381.5,102.2,485.1,382.7,102.5
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,15:17,481.1,2,7.42,390.2,2,6.37,1020.4,28.8,95.49,27.061,36.367,484.7,392.7,469.8,380.7,89.1,471.3,381.9,89.4
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,18:17,482.7,2,6.36,390.5,2,5.14,1018.6,30.6,96.55,27.309,36.373,485.8,392.5,469.8,379.6,90.2,471.3,380.8,90.5
HOG_REEF_64W_32N,32.457,-64.835,10/7/2014,21:17,468.6,2,7.12,390,2,5.91,1018.5,31.3,97.91,27.343,36.373,472,392.3,456.4,379.4,77,457.8,380.6,77.3
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,0:17,464.8,2,7.33,390.7,2,6.38,1018.6,30.5,98.62,27.249,36.371,468.2,393.2,452.9,380.3,72.6,454.3,381.5,72.8
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,3:17,491.8,2,7.58,390.4,2,6.75,1018.9,29.5,98.21,27.236,36.373,495.5,393,479.5,380.3,99.2,481,381.5,99.5
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,6:17,505.1,2,7.58,390.9,2,6.89,1018,28.6,97.49,27.228,36.374,509,393.6,492,380.5,111.5,493.6,381.7,111.9
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,9:17,512.3,2,7.68,391.5,2,6.99,1017.4,28,96.33,27.129,36.373,516.3,394.3,498.9,381,117.9,500.5,382.2,118.3
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,12:17,475.1,2,8.47,390.4,2,8.04,1018.5,27.8,95.95,26.978,36.371,479.2,393.6,463.7,380.9,82.9,465.2,382,83.1
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,15:17,474.6,2,8.41,389.3,2,8.09,1018.5,28.6,96.13,27.236,36.376,478.6,392.5,462.9,379.6,83.3,464.4,380.8,83.6
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,18:17,480.3,2,6.95,391.2,2,5.67,1016.9,30.2,96.74,27.379,36.374,483.7,393.4,466.9,379.8,87.1,468.4,381,87.4
HOG_REEF_64W_32N,32.457,-64.835,10/8/2014,21:17,472.4,2,6.73,389.5,2,5.33,1016.6,31.6,97.59,27.463,36.377,475.6,391.6,458.9,377.8,81,460.3,379,81.3
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,0:17,441.6,2,7.09,390.8,2,5.9,1017.1,31,98.75,27.347,36.378,444.8,393.2,429.5,379.6,49.8,430.8,380.8,50
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,3:17,487,2,7.3,391,2,6.35,1017.3,29.5,98,27.308,36.377,490.5,393.5,473.8,380.1,93.7,475.3,381.2,94
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,6:17,510,2,7.48,391.2,2,6.69,1016.4,28.3,97.04,27.298,36.371,513.9,393.9,495.9,380.1,115.8,497.5,381.3,116.2
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,9:17,520.7,2,7.48,391.5,2,6.72,1016.5,27.6,95.96,27.289,36.378,524.6,394.2,506.3,380.4,125.9,507.9,381.6,126.3
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,12:17,473.3,2,8.41,390.1,2,7.93,1017.7,27.4,95.87,27.117,36.382,477.3,393.2,461.4,380.1,81.3,462.8,381.3,81.6
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,15:17,489.6,2,7.95,389.4,2,7.52,1017.7,28.9,95.98,27.513,36.384,493.5,392.4,476.7,379,97.7,478.1,380.2,98
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,18:17,513.2,2,5.99,391.8,2,4.46,1016.3,31.5,96.13,27.567,36.379,516.3,393.5,497.9,379.5,118.4,499.4,380.7,118.7
HOG_REEF_64W_32N,32.457,-64.835,10/9/2014,21:17,497.1,2,6.03,389.6,2,4.6,1016.4,32.9,96.72,27.636,36.382,500.2,391.4,482.3,377.4,104.9,483.8,378.6,105.2
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,0:17,452.2,2,7.2,390.6,2,5.89,1016.9,31.6,97.89,27.34,36.383,455.4,392.9,439.7,379.4,60.3,441.1,380.5,60.5
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,3:17,467.9,2,7.89,390.9,2,6.75,1017.1,30,98.06,27.304,36.386,471.6,393.5,455.4,380,75.4,456.8,381.2,75.6
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,6:17,523.1,2,7.98,391.1,2,6.9,1016.2,29,96.93,27.477,36.382,527.3,393.8,508.6,379.8,128.8,510.2,381,129.2
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,9:17,528.4,2,8.01,391.2,2,7.03,1016.3,28.4,95.84,27.427,36.385,532.7,393.9,513.9,380,133.9,515.5,381.2,134.3
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,12:17,483.3,2,8.35,390.7,2,7.53,1017.8,28.1,95.67,27.18,36.387,487.3,393.6,471.1,380.5,90.6,472.5,381.7,90.9
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,15:17,466.7,2,7.64,390.4,2,6.76,1017.8,28.5,96.43,27.259,36.391,470.3,393,454.5,379.8,74.7,456,381,74.9
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,18:17,511,2,6.86,390,2,6.06,1016.6,29.5,96.31,27.497,36.386,514.6,392.4,496.4,378.6,117.9,498,379.8,118.2
HOG_REEF_64W_32N,32.457,-64.835,10/10/2014,21:17,499.6,2,6.91,390.6,2,6.14,1016.2,29.7,96.95,27.552,36.378,503.1,393,485.1,379,106.1,486.6,380.2,106.5
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,0:17,485.2,2,7.9,390.6,2,7.17,1016.5,29,97.14,27.381,36.395,489.1,393.4,472,379.7,92.3,473.4,380.8,92.6
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,3:17,501,2,7.72,390.9,2,7.24,1015.9,28.3,96.76,27.247,36.395,504.9,393.7,487,379.8,107.2,488.5,381,107.5
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,6:17,511.5,2,7.96,390.5,2,7.41,1015.3,27.8,96.4,27.314,36.341,515.6,393.4,497,379.2,117.7,498.5,380.4,118.1
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,9:17,519.6,2,7.76,390.7,2,7.27,1014.4,27.6,95.92,27.275,36.335,523.7,393.6,504.4,379.1,125.3,505.9,380.2,125.7
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,12:17,517,2,7.53,390.6,2,6.99,1013.9,27.4,94.95,27.056,36.389,521,393.4,501.7,378.8,122.9,503.3,380,123.3
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,15:17,491.5,2,7.57,390.2,2,7.29,1013,27.3,95.27,27.015,36.405,495.2,393.1,476.5,378.2,98.3,478,379.4,98.6
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,18:17,497.7,2,7.65,389.8,2,7.4,1010,27.4,96.31,27.198,36.307,501.6,392.7,481,376.6,104.4,482.5,377.7,104.7
HOG_REEF_64W_32N,32.457,-64.835,10/11/2014,21:17,480.4,2,7.78,389.8,2,7.51,1008.1,27.6,97.4,27.22,36.297,484.2,392.8,463.4,375.9,87.5,464.8,377.1,87.8
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,0:17,492.3,2,7.77,390,2,7.49,1006.3,27.6,97.6,27.181,36.282,496.1,393,474,375.4,98.6,475.4,376.6,98.9
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,3:17,513.8,2,7.92,390.1,2,7.64,1001.7,27.6,97.22,27.121,36.259,517.9,393.1,492.5,373.8,118.7,494,375,119.1
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,6:17,491.1,2,7.84,390.5,2,7.59,993.9,27.7,97.71,27.076,36.192,495,393.5,467,371.2,95.8,468.4,372.3,96.1
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,9:17,482.1,2,7.92,390.3,2,7.68,989.2,27.6,98.25,27.047,36.167,486,393.4,456.2,369.3,86.9,457.6,370.4,87.2
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,12:17,520.1,2,7.88,390,2,7.59,1001.5,27.5,99.21,26.96,36.194,524.2,393,498.6,373.8,124.8,500.1,374.9,125.2
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,15:17,474.9,2,7.61,391.5,2,7.4,1008.7,27.3,99.53,26.601,36.349,478.6,394.4,458.9,378.2,80.7,460.3,379.4,80.9
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,18:17,442.3,2,7.7,391.5,2,7.59,1011.9,27.1,99.99,26.575,36.405,445.8,394.5,428.9,379.5,49.4,430.2,380.7,49.5
HOG_REEF_64W_32N,32.457,-64.835,10/12/2014,21:17,432.5,2,7.69,391.6,2,7.51,1013.9,27.1,100.32,26.582,36.415,435.8,394.5,420.1,380.3,39.8,421.4,381.5,39.9
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,0:17,446.1,2,7.28,392.9,2,7.12,1016.4,27,99.92,26.486,36.409,449.3,395.7,434.4,382.5,51.9,435.7,383.7,52
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,3:17,492.3,2,7.58,393.4,2,7.35,1017.9,26.7,99.12,26.597,36.337,496,396.3,480.1,383.6,96.5,481.6,384.8,96.8
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,6:17,507,2,6.9,392.3,2,6.87,1018.3,26.5,99.03,26.57,36.284,510.5,395,494.3,382.5,111.9,495.9,383.7,112.2
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,9:17,502.9,2,6.64,392.6,2,6.47,1019.8,26,98.18,26.49,36.227,506.3,395.2,491.1,383.3,107.8,492.6,384.5,108.1
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,12:17,516.1,2,7.48,392.4,2,7.29,1021.7,25.5,97.61,26.392,36.243,520,395.3,505.4,384.2,121.2,507,385.4,121.6
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,15:17,477.7,2,7.31,392.1,2,7.11,1022.6,25.6,97.88,26.42,36.27,481.2,394.9,468.1,384.2,84,469.6,385.4,84.3
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,18:17,463.4,2,6.35,392.2,2,6.23,1021.8,25.9,98.92,26.449,36.293,466.4,394.7,453.3,383.6,69.7,454.7,384.9,69.9
HOG_REEF_64W_32N,32.457,-64.835,10/13/2014,21:17,493.7,2,6.7,392.8,2,6.33,1022.2,25.9,98.88,26.338,36.304,497.1,395.3,483.5,384.4,99,485,385.7,99.3
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,0:17,498.4,2,6.57,392.9,2,6.31,1022.8,25.4,98.43,26.291,36.26,501.7,395.4,488.3,384.9,103.4,489.8,386.1,103.8
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,3:17,502,2,6.52,392.3,2,6.26,1023,25.1,97.96,26.194,36.275,505.3,394.8,492,384.4,107.6,493.6,385.6,107.9
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,6:17,497.9,2,6.91,392.2,2,6.52,1022.5,24.9,97.64,26.12,36.266,501.4,394.8,488,384.2,103.8,489.6,385.4,104.1
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,9:17,510.5,2,7.03,392.5,2,6.52,1022.7,24.5,96.86,25.96,36.255,514.1,395,500.7,384.7,116,502.3,385.9,116.3
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,12:17,500.4,2,7.34,391.6,2,6.93,1024.2,24.5,96.18,25.874,36.229,504.1,394.4,491.7,384.7,107,493.3,385.9,107.4
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,15:17,443.3,2,6.87,391.5,2,6.11,1024.3,25.3,97.39,25.81,36.31,446.3,393.9,435.5,384.4,51.1,436.9,385.6,51.3
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,18:17,427.1,2,6.76,392.1,2,6.01,1022.6,26,99.36,25.943,36.301,430,394.4,418.7,384.1,34.6,420,385.3,34.7
HOG_REEF_64W_32N,32.457,-64.835,10/14/2014,21:17,489.7,2,6.33,392.6,2,5.88,1022.6,26.2,99.16,26.015,36.304,492.8,394.9,479.8,384.5,95.3,481.3,385.7,95.6
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,0:17,489.1,2,6.69,392.8,2,6.15,1023.6,25.8,98.55,25.969,36.314,492.4,395.2,479.9,385.2,94.7,481.4,386.4,95
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,3:17,480.9,2,6.71,392.5,2,6.3,1023.2,25.5,98.27,25.958,36.332,484.2,395,471.7,384.9,86.9,473.2,386.1,87.2
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,6:17,495,2,7.04,392.2,2,6.6,1022.2,25.3,97.8,25.773,36.293,498.5,394.8,485.4,384.4,101,486.9,385.6,101.3
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,9:17,498.9,2,6.97,392.1,2,6.43,1022.1,25.2,96.94,25.728,36.271,502.4,394.7,489.1,384.3,104.8,490.7,385.5,105.2
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,12:17,510,2,7.22,392.2,2,6.57,1023,25.2,95.9,25.605,36.234,513.8,394.7,500.8,384.8,116,502.4,386,116.4
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,15:17,448.5,2,7.38,391.4,2,6.52,1022.7,25.6,97.04,25.671,36.276,451.8,394,440.2,383.9,56.4,441.6,385.1,56.5
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,18:17,419.7,2,7.07,391.4,2,6.29,1020.9,26,99.02,25.791,36.298,422.7,393.9,411,383,28,412.3,384.2,28.1
HOG_REEF_64W_32N,32.457,-64.835,10/15/2014,21:17,462.8,2,6.99,391.4,2,6.58,1020.5,26.1,99.58,25.783,36.34,466.1,394,453,383,70,454.5,384.2,70.2
HOG_REEF_64W_32N,32.457,-64.835,10/16/2014,0:17,473.2,2,6.93,391.7,2,6.59,1021,25.9,99.16,25.758,36.365,476.5,394.3,463.4,383.4,80,464.9,384.6,80.2
HOG_REEF_64W_32N,32.457,-64.835,10/16/2014,3:17,469.7,2,7.16,391.7,2,6.79,1020.1,25.7,98.72,25.708,36.39,473.1,394.4,459.7,383.2,76.5,461.2,384.4,76.8
HOG_REEF_64W_32N,32.457,-64.835,10/16/2014,6:17,480.7,2,7.15,391.7,2,6.77,1018.5,25.6,98.23,25.625,36.363,484.1,394.4,469.8,382.7,87.1,471.3,383.9,87.3
HOG_REEF_64W_32N,32.457,-64.835,10/16/2014,9:17,490.4,2,7.08,391.6,2,6.77,1017.4,25.5,97.5,25.548,36.366,493.9,394.2,478.7,382.2,96.6,480.3,383.4,96.9
