Mooring Name,Latitude,Longitude,Date,Time,SST_C,Salinity
CRESCENT_64W_32N,32.401,-64.798,9/14/2017,9:17,28.24,36.66
CRESCENT_64W_32N,32.401,-64.798,9/14/2017,12:17,28.25,36.66
CRESCENT_64W_32N,32.401,-64.798,9/14/2017,15:17,28.34,36.67
CRESCENT_64W_32N,32.401,-64.798,9/14/2017,18:17,28.5,36.67
CRESCENT_64W_32N,32.401,-64.798,9/14/2017,21:17,28.59,36.68
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,0:17,28.43,36.6
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,3:17,28.36,36.64
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,6:17,28.31,36.65
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,9:17,28.24,36.69
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,12:17,28.28,36.67
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,15:17,28.36,36.66
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,18:17,28.56,36.66
CRESCENT_64W_32N,32.401,-64.798,9/15/2017,21:17,28.61,36.69
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,0:17,28.41,36.72
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,3:17,28.38,36.69
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,6:17,28.33,36.69
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,9:17,28.27,36.68
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,12:17,28.24,36.68
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,15:17,28.31,36.71
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,18:17,28.47,36.73
CRESCENT_64W_32N,32.401,-64.798,9/16/2017,21:17,28.55,36.75
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,0:17,28.36,36.76
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,3:17,28.32,36.74
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,6:17,28.29,36.74
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,9:17,28.2,36.74
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,12:17,28.15,36.76
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,15:17,28.26,36.76
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,18:17,28.25,36.76
CRESCENT_64W_32N,32.401,-64.798,9/17/2017,21:17,28.24,36.77
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,0:17,28.15,36.77
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,3:17,28.12,36.78
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,6:17,28.11,36.77
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,9:17,28.06,36.74
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,12:17,27.92,36.75
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,15:17,27.89,36.73
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,18:17,27.95,36.76
CRESCENT_64W_32N,32.401,-64.798,9/18/2017,21:17,27.85,36.75
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,0:17,27.82,36.76
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,3:17,27.77,36.77
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,6:17,27.69,36.68
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,9:17,27.63,36.67
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,12:17,27.59,36.66
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,15:17,27.69,36.69
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,18:17,27.73,36.7
CRESCENT_64W_32N,32.401,-64.798,9/19/2017,21:17,27.77,36.7
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,0:17,27.7,36.7
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,3:17,27.7,36.71
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,6:17,27.64,36.7
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,9:17,27.57,36.71
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,12:17,27.62,36.67
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,15:17,27.81,36.68
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,18:17,27.78,36.69
CRESCENT_64W_32N,32.401,-64.798,9/20/2017,21:17,27.83,36.69
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,0:17,27.82,36.68
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,3:17,27.83,36.68
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,6:17,27.82,36.68
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,9:17,27.73,36.67
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,12:17,27.69,36.67
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,15:17,27.87,36.68
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,18:17,28.32,36.68
CRESCENT_64W_32N,32.401,-64.798,9/21/2017,21:17,28,36.66
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,0:17,27.98,36.62
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,3:17,27.83,36.65
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,6:17,27.92,36.66
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,9:17,27.79,36.67
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,12:17,27.82,36.65
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,15:17,28.03,36.64
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,18:17,28.24,36.66
CRESCENT_64W_32N,32.401,-64.798,9/22/2017,21:17,27.91,36.64
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,0:17,28.03,36.65
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,3:17,27.9,36.66
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,6:17,27.87,36.66
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,9:17,27.84,36.67
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,12:17,27.85,36.65
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,15:17,28.04,36.66
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,18:17,28.35,36.67
CRESCENT_64W_32N,32.401,-64.798,9/23/2017,21:17,27.98,36.66
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,0:17,27.89,36.64
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,3:17,27.85,36.65
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,6:17,27.78,36.66
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,9:17,27.84,36.68
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,12:17,27.83,36.67
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,15:17,28.05,36.69
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,18:17,28.25,36.69
CRESCENT_64W_32N,32.401,-64.798,9/24/2017,21:17,28.14,36.69
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,0:17,28.01,36.68
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,3:17,27.93,36.69
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,6:17,27.86,36.7
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,9:17,27.81,36.7
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,12:17,27.86,36.71
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,15:17,27.95,36.72
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,18:17,28.07,36.71
CRESCENT_64W_32N,32.401,-64.798,9/25/2017,21:17,27.95,36.7
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,0:17,27.92,36.71
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,3:17,27.85,36.72
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,6:17,27.82,36.73
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,9:17,27.72,36.73
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,12:17,27.76,36.73
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,15:17,27.89,36.73
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,18:17,28.03,36.73
CRESCENT_64W_32N,32.401,-64.798,9/26/2017,21:17,27.95,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,0:17,27.85,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,3:17,27.8,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,6:17,27.75,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,9:17,27.66,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,12:17,27.67,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,15:17,27.82,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,18:17,28.03,36.73
CRESCENT_64W_32N,32.401,-64.798,9/27/2017,21:17,27.96,36.72
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,0:17,27.78,36.73
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,3:17,27.71,36.73
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,6:17,27.65,36.73
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,9:17,27.62,36.73
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,12:17,27.57,36.72
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,15:17,27.63,36.71
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,18:17,27.71,36.61
CRESCENT_64W_32N,32.401,-64.798,9/28/2017,21:17,27.69,36.69
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,0:17,27.49,36.7
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,3:17,27.39,36.71
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,6:17,27.36,36.72
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,9:17,27.32,36.73
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,12:17,27.31,36.74
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,15:17,27.33,36.73
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,18:17,27.58,36.74
CRESCENT_64W_32N,32.401,-64.798,9/29/2017,21:17,27.65,36.76
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,0:17,27.44,36.77
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,3:17,27.36,36.77
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,6:17,27.34,36.76
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,9:17,27.32,36.76
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,12:17,27.05,36.76
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,15:17,27.47,36.76
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,18:17,27.83,36.77
CRESCENT_64W_32N,32.401,-64.798,9/30/2017,21:17,27.78,36.77
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,0:17,27.68,36.77
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,3:17,27.57,36.77
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,6:17,27.42,36.76
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,9:17,27.4,36.76
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,12:17,27.3,36.76
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,15:17,27.26,36.72
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,18:17,27.15,36.62
CRESCENT_64W_32N,32.401,-64.798,10/1/2017,21:17,27,36.45
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,0:17,26.93,36.54
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,3:17,26.93,36.6
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,6:17,26.98,36.69
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,9:17,26.92,36.7
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,12:17,26.92,36.71
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,15:17,26.94,36.72
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,18:17,26.86,36.7
CRESCENT_64W_32N,32.401,-64.798,10/2/2017,21:17,26.82,36.71
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,0:17,26.75,36.71
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,3:17,26.68,36.73
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,6:17,26.59,36.73
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,9:17,26.53,36.74
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,12:17,26.45,36.75
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,15:17,26.5,36.74
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,18:17,26.55,36.75
CRESCENT_64W_32N,32.401,-64.798,10/3/2017,21:17,26.56,36.76
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,0:17,26.51,36.75
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,3:17,26.34,36.74
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,6:17,26.25,36.73
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,9:17,26.19,36.73
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,12:17,26.11,36.73
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,15:17,26.11,36.74
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,18:17,26.14,36.73
CRESCENT_64W_32N,32.401,-64.798,10/4/2017,21:17,26.12,36.73
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,0:17,26.04,36.74
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,3:17,25.92,36.74
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,6:17,25.83,36.74
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,9:17,25.79,36.73
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,12:17,25.76,36.73
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,15:17,25.84,36.75
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,18:17,25.92,36.73
CRESCENT_64W_32N,32.401,-64.798,10/5/2017,21:17,25.99,36.72
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,0:17,25.84,36.73
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,3:17,25.87,36.73
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,6:17,25.84,36.73
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,9:17,25.9,36.7
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,12:17,25.88,36.7
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,15:17,26,36.68
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,18:17,26,36.7
CRESCENT_64W_32N,32.401,-64.798,10/6/2017,21:17,25.98,36.7
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,0:17,25.96,36.7
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,3:17,25.91,36.7
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,6:17,25.89,36.7
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,9:17,25.85,36.71
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,12:17,25.87,36.68
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,15:17,26.09,36.68
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,18:17,26.31,36.66
CRESCENT_64W_32N,32.401,-64.798,10/7/2017,21:17,26.17,36.68
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,0:17,26.11,36.67
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,3:17,26.07,36.66
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,6:17,25.99,36.65
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,9:17,25.88,36.7
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,12:17,25.91,36.69
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,15:17,25.99,36.7
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,18:17,26.16,36.66
CRESCENT_64W_32N,32.401,-64.798,10/8/2017,21:17,26.2,36.68
CRESCENT_64W_32N,32.401,-64.798,10/9/2017,0:17,26.12,36.68
CRESCENT_64W_32N,32.401,-64.798,10/9/2017,3:17,26.05,36.67
CRESCENT_64W_32N,32.401,-64.798,10/9/2017,6:17,25.98,36.68
