Vial,coral.id,Date.sampled,life.stage,metric
911,,,Adult,
912,,,Adult,
913,,,Adult,
914,,,Adult,
915,,,Adult,
916,,,Adult,
917,,,Adult,
918,,,Adult,
919,,,Adult,
920,,,Adult,
921,,,Adult,
922,,,Adult,
923,,,Adult,
924,,,Adult,
925,,,Adult,
926,,,Adult,
927,,,Adult,
928,,,Adult,
929,,,Adult,
930,,,Adult,
931,,,Adult,
932,,,Adult,
933,,,Adult,
934,,,Adult,
935,,,Adult,
936,,,Adult,
937,,,Adult,
938,,,Adult,
939,,,Adult,
940,,,Adult,
941,,,Adult,
942,,,Adult,
943,,,Adult,
944,,,Adult,
945,,,Adult,
946,,,Adult,
947,,,Adult,
948,,,Adult,
949,,,Adult,
950,,,Adult,
951,,,Adult,
952,,,Adult,
953,,,Adult,
954,,,Adult,
955,,,Adult,
956,,,Adult,
