"","gene","colors"
"829","Pastreoides05904","salmon"
"830","Pastreoides05922","purple"
"831","Pastreoides05923","yellow"
"832","Pastreoides05925","lightyellow"
"833","Pastreoides05928","black"
"834","Pastreoides05934","tan"
"835","Pastreoides05935","grey60"
"836","Pastreoides05959","magenta"
"837","Pastreoides05971","brown"
"838","Pastreoides05979","turquoise"
"839","Pastreoides05981","grey60"
"840","Pastreoides05982","green"
"841","Pastreoides05983","pink"
"842","Pastreoides06008","blue"
"843","Pastreoides06009","brown"
"844","Pastreoides06017","brown"
"845","Pastreoides06018","greenyellow"
"846","Pastreoides06022","grey"
"847","Pastreoides06023","salmon"
"848","Pastreoides06032","grey60"
"849","Pastreoides06038","brown"
"850","Pastreoides06042","brown"
"851","Pastreoides06047","lightgreen"
"852","Pastreoides06049","yellow"
"853","Pastreoides06050","pink"
"854","Pastreoides06051","darkgreen"
"855","Pastreoides06053","grey60"
"856","Pastreoides06085","cyan"
"857","Pastreoides06094","salmon"
"858","Pastreoides06095","green"
"859","Pastreoides06100","pink"
"860","Pastreoides06103","black"
"861","Pastreoides06122","magenta"
"862","Pastreoides06129","turquoise"
"863","Pastreoides06144","magenta"
"864","Pastreoides06146","lightgreen"
"865","Pastreoides06164","blue"
"866","Pastreoides06175","red"
"867","Pastreoides06178","blue"
"868","Pastreoides06194","lightyellow"
"869","Pastreoides06196","royalblue"
"870","Pastreoides06199","brown"
"871","Pastreoides06245","blue"
"872","Pastreoides06247","cyan"
"873","Pastreoides06258","grey"
"874","Pastreoides06266","cyan"
"875","Pastreoides06267","salmon"
"876","Pastreoides06276","blue"
"877","Pastreoides06279","turquoise"
"878","Pastreoides06305","darkturquoise"
"879","Pastreoides06318","blue"
"880","Pastreoides06323","darkred"
"881","Pastreoides06328","lightcyan"
"882","Pastreoides06329","yellow"
"883","Pastreoides06334","purple"
"884","Pastreoides06342","midnightblue"
"885","Pastreoides06349","cyan"
"886","Pastreoides06351","grey"
"887","Pastreoides06381","grey"
"888","Pastreoides06388","greenyellow"
"889","Pastreoides06406","turquoise"
"890","Pastreoides06410","grey"
"891","Pastreoides06411","royalblue"
"892","Pastreoides06412","greenyellow"
"893","Pastreoides06415","blue"
"894","Pastreoides06417","darkgreen"
"895","Pastreoides06420","green"
"896","Pastreoides06427","grey"
"897","Pastreoides06432","yellow"
"898","Pastreoides06438","blue"
"899","Pastreoides06441","yellow"
"900","Pastreoides06442","purple"
"901","Pastreoides06457","midnightblue"
"902","Pastreoides06466","magenta"
"903","Pastreoides06494","grey"
"904","Pastreoides06495","darkgreen"
"905","Pastreoides06499","turquoise"
"906","Pastreoides06504","darkgreen"
"907","Pastreoides06505","brown"
"908","Pastreoides06525","purple"
"909","Pastreoides06527","black"
"910","Pastreoides06528","yellow"
"911","Pastreoides06529","yellow"
"912","Pastreoides06536","tan"
"913","Pastreoides06538","tan"
"914","Pastreoides06562","cyan"
"915","Pastreoides06569","red"
"916","Pastreoides06586","royalblue"
"917","Pastreoides06587","grey"
"918","Pastreoides06588","red"
"919","Pastreoides06589","red"
"920","Pastreoides06603","lightgreen"
"921","Pastreoides06628","green"
"922","Pastreoides06633","black"
"923","Pastreoides06635","grey60"
"924","Pastreoides06639","grey"
"925","Pastreoides06650","blue"
"926","Pastreoides06688","tan"
"927","Pastreoides06690","grey"
"928","Pastreoides06692","red"
"929","Pastreoides06699","darkgreen"
"930","Pastreoides06703","darkturquoise"
"931","Pastreoides06706","lightyellow"
"932","Pastreoides06709","blue"
"933","Pastreoides06714","green"
"934","Pastreoides06720","darkgreen"
"935","Pastreoides06722","purple"
"936","Pastreoides06728","magenta"
"937","Pastreoides06729","tan"
"938","Pastreoides06730","black"
"939","Pastreoides06732","green"
"940","Pastreoides06733","yellow"
"941","Pastreoides06735","red"
"942","Pastreoides06738","lightyellow"
"943","Pastreoides06739","yellow"
"944","Pastreoides06745","purple"
"945","Pastreoides06769","grey"
"946","Pastreoides06770","brown"
"947","Pastreoides06796","lightyellow"
"948","Pastreoides06807","black"
"949","Pastreoides06808","lightyellow"
"950","Pastreoides06813","lightyellow"
"951","Pastreoides06857","red"
"952","Pastreoides06860","cyan"
"953","Pastreoides06861","blue"
"954","Pastreoides06865","green"
"955","Pastreoides06869","darkred"
"956","Pastreoides06871","turquoise"
"957","Pastreoides06884","yellow"
"958","Pastreoides06903","green"
"959","Pastreoides06907","turquoise"
"960","Pastreoides06911","tan"
"961","Pastreoides06921","yellow"
"962","Pastreoides06922","grey"
"963","Pastreoides06925","blue"
"964","Pastreoides06966","midnightblue"
"965","Pastreoides06974","grey60"
"966","Pastreoides06980","turquoise"
"967","Pastreoides06984","turquoise"
"968","Pastreoides06991","yellow"
"969","Pastreoides06994","lightyellow"
"970","Pastreoides06995","blue"
"971","Pastreoides07010","blue"
"972","Pastreoides07011","grey"
"973","Pastreoides07012","magenta"
"974","Pastreoides07044","turquoise"
"975","Pastreoides07074","turquoise"
"976","Pastreoides07077","darkred"
"977","Pastreoides07079","green"
"978","Pastreoides07081","pink"
"979","Pastreoides07090","greenyellow"
"980","Pastreoides07096","brown"
"981","Pastreoides07110","royalblue"
"982","Pastreoides07118","green"
"983","Pastreoides07119","brown"
"984","Pastreoides07128","yellow"
"985","Pastreoides07130","turquoise"
"986","Pastreoides07131","cyan"
"987","Pastreoides07138","green"
"988","Pastreoides07143","yellow"
"989","Pastreoides07145","grey"
"990","Pastreoides07153","royalblue"
"991","Pastreoides07154","lightcyan"
"992","Pastreoides07164","midnightblue"
"993","Pastreoides07166","cyan"
"994","Pastreoides07167","brown"
"995","Pastreoides07171","brown"
"996","Pastreoides07192","yellow"
"997","Pastreoides07193","lightcyan"
"998","Pastreoides07196","tan"
"999","Pastreoides07208","purple"
"1000","Pastreoides07213","cyan"
"1001","Pastreoides07214","grey"
"1002","Pastreoides07222","magenta"
"1003","Pastreoides07231","lightcyan"
"1004","Pastreoides07244","yellow"
"1005","Pastreoides07247","red"
"1006","Pastreoides07255","black"
"1007","Pastreoides07266","purple"
"1008","Pastreoides07300","red"
"1009","Pastreoides07330","turquoise"
"1010","Pastreoides07358","green"
"1011","Pastreoides07359","red"
"1012","Pastreoides07365","cyan"
"1013","Pastreoides07386","cyan"
"1014","Pastreoides07388","red"
"1015","Pastreoides07414","blue"
"1016","Pastreoides07419","grey"
"1017","Pastreoides07425","magenta"
"1018","Pastreoides07426","black"
"1019","Pastreoides07459","salmon"
"1020","Pastreoides07462","turquoise"
"1021","Pastreoides07490","tan"
"1022","Pastreoides07506","green"
"1023","Pastreoides07516","red"
"1024","Pastreoides07520","greenyellow"
"1025","Pastreoides07540","green"
"1026","Pastreoides07574","turquoise"
"1027","Pastreoides07575","pink"
"1028","Pastreoides07583","yellow"
"1029","Pastreoides07589","greenyellow"
"1030","Pastreoides07596","brown"
"1031","Pastreoides07597","lightcyan"
"1032","Pastreoides07606","purple"
"1033","Pastreoides07627","blue"
"1034","Pastreoides07632","yellow"
"1035","Pastreoides07665","magenta"
"1036","Pastreoides07667","lightyellow"
"1037","Pastreoides07677","blue"
"1038","Pastreoides07683","lightgreen"
"1039","Pastreoides07735","magenta"
"1040","Pastreoides07737","blue"
"1041","Pastreoides07738","blue"
"1042","Pastreoides07739","grey60"
"1043","Pastreoides07740","darkturquoise"
"1044","Pastreoides07748","brown"
"1045","Pastreoides07750","magenta"
"1046","Pastreoides07751","midnightblue"
"1047","Pastreoides07756","royalblue"
"1048","Pastreoides07757","royalblue"
"1049","Pastreoides07759","darkturquoise"
"1050","Pastreoides07773","pink"
"1051","Pastreoides07784","darkred"
"1052","Pastreoides07789","greenyellow"
"1053","Pastreoides07806","cyan"
"1054","Pastreoides07814","red"
"1055","Pastreoides07838","green"
"1056","Pastreoides07843","grey"
"1057","Pastreoides07869","cyan"
"1058","Pastreoides07870","blue"
"1059","Pastreoides07875","brown"
"1060","Pastreoides07877","lightyellow"
"1061","Pastreoides07882","pink"
"1062","Pastreoides07884","turquoise"
"1063","Pastreoides07885","green"
"1064","Pastreoides07898","black"
"1065","Pastreoides07917","pink"
"1066","Pastreoides07924","grey"
"1067","Pastreoides07926","darkgreen"
"1068","Pastreoides07947","purple"
"1069","Pastreoides07959","turquoise"
"1070","Pastreoides08002","lightyellow"
"1071","Pastreoides08009","yellow"
"1072","Pastreoides08010","magenta"
"1073","Pastreoides08011","brown"
"1074","Pastreoides08022","magenta"
"1075","Pastreoides08028","turquoise"
"1076","Pastreoides08062","brown"
"1077","Pastreoides08065","green"
"1078","Pastreoides08072","turquoise"
"1079","Pastreoides08085","tan"
"1080","Pastreoides08090","lightyellow"
"1081","Pastreoides08094","yellow"
"1082","Pastreoides08095","yellow"
"1083","Pastreoides08101","royalblue"
"1084","Pastreoides08107","purple"
"1085","Pastreoides08108","pink"
"1086","Pastreoides08115","turquoise"
"1087","Pastreoides08132","grey"
"1088","Pastreoides08165","blue"
"1089","Pastreoides08166","blue"
"1090","Pastreoides08181","blue"
"1091","Pastreoides08182","grey"
"1092","Pastreoides08188","green"
"1093","Pastreoides08196","blue"
"1094","Pastreoides08202","magenta"
"1095","Pastreoides08209","grey"
"1096","Pastreoides08212","purple"
"1097","Pastreoides08213","lightgreen"
"1098","Pastreoides08215","yellow"
"1099","Pastreoides08220","red"
"1100","Pastreoides08229","grey"
"1101","Pastreoides08236","salmon"
"1102","Pastreoides08237","salmon"
"1103","Pastreoides08238","lightyellow"
"1104","Pastreoides08247","grey"
"1105","Pastreoides08268","cyan"
"1106","Pastreoides08269","lightgreen"
"1107","Pastreoides08272","black"
"1108","Pastreoides08274","blue"
"1109","Pastreoides08277","tan"
"1110","Pastreoides08289","magenta"
"1111","Pastreoides08291","cyan"
"1112","Pastreoides08292","yellow"
"1113","Pastreoides08294","green"
"1114","Pastreoides08304","magenta"
"1115","Pastreoides08314","darkred"
"1116","Pastreoides08315","greenyellow"
"1117","Pastreoides08325","midnightblue"
"1118","Pastreoides08336","green"
"1119","Pastreoides08353","greenyellow"
"1120","Pastreoides08361","darkred"
"1121","Pastreoides08380","lightgreen"
"1122","Pastreoides08387","green"
"1123","Pastreoides08388","red"
"1124","Pastreoides08396","green"
"1125","Pastreoides08414","yellow"
"1126","Pastreoides08416","blue"
"1127","Pastreoides08429","lightcyan"
"1128","Pastreoides08431","turquoise"
"1129","Pastreoides08442","turquoise"
"1130","Pastreoides08455","red"
"1131","Pastreoides08456","red"
"1132","Pastreoides08467","grey"
"1133","Pastreoides08491","yellow"
"1134","Pastreoides08493","turquoise"
"1135","Pastreoides08506","black"
"1136","Pastreoides08544","yellow"
"1137","Pastreoides08545","purple"
"1138","Pastreoides08546","greenyellow"
"1139","Pastreoides08547","pink"
"1140","Pastreoides08555","turquoise"
"1141","Pastreoides08576","grey60"
"1142","Pastreoides08592","red"
"1143","Pastreoides08602","pink"
"1144","Pastreoides08636","brown"
"1145","Pastreoides08646","darkturquoise"
"1146","Pastreoides08660","grey"
"1147","Pastreoides08664","turquoise"
"1148","Pastreoides08666","turquoise"
"1149","Pastreoides08679","greenyellow"
"1150","Pastreoides08684","green"
"1151","Pastreoides08686","greenyellow"
"1152","Pastreoides08718","blue"
"1153","Pastreoides08719","pink"
"1154","Pastreoides08738","royalblue"
"1155","Pastreoides08756","turquoise"
"1156","Pastreoides08788","tan"
"1157","Pastreoides08809","red"
"1158","Pastreoides08822","midnightblue"
"1159","Pastreoides08823","darkred"
"1160","Pastreoides08825","blue"
"1161","Pastreoides08828","brown"
"1162","Pastreoides08829","turquoise"
"1163","Pastreoides08831","red"
"1164","Pastreoides08832","brown"
"1165","Pastreoides08834","purple"
"1166","Pastreoides08844","green"
"1167","Pastreoides08857","brown"
"1168","Pastreoides08865","cyan"
"1169","Pastreoides08866","darkred"
"1170","Pastreoides08869","blue"
"1171","Pastreoides08871","blue"
"1172","Pastreoides08872","brown"
"1173","Pastreoides08874","red"
"1174","Pastreoides08876","grey60"
"1175","Pastreoides08877","grey60"
"1176","Pastreoides08887","grey"
"1177","Pastreoides08915","greenyellow"
"1178","Pastreoides08917","greenyellow"
"1179","Pastreoides08918","tan"
"1180","Pastreoides08919","red"
"1181","Pastreoides08927","lightcyan"
"1182","Pastreoides08928","brown"
"1183","Pastreoides08957","magenta"
"1184","Pastreoides08965","black"
"1185","Pastreoides08996","brown"
"1186","Pastreoides09012","cyan"
"1187","Pastreoides09015","yellow"
"1188","Pastreoides09037","royalblue"
"1189","Pastreoides09053","turquoise"
"1190","Pastreoides09067","blue"
"1191","Pastreoides09071","turquoise"
"1192","Pastreoides09084","magenta"
"1193","Pastreoides09102","royalblue"
"1194","Pastreoides09150","grey"
"1195","Pastreoides09180","royalblue"
"1196","Pastreoides09181","blue"
"1197","Pastreoides09195","red"
"1198","Pastreoides09198","cyan"
"1199","Pastreoides09199","brown"
"1200","Pastreoides09212","magenta"
"1201","Pastreoides09220","pink"
"1202","Pastreoides09225","turquoise"
"1203","Pastreoides09235","tan"
"1204","Pastreoides09236","grey60"
"1205","Pastreoides09237","darkturquoise"
"1206","Pastreoides09243","green"
"1207","Pastreoides09249","turquoise"
"1208","Pastreoides09251","grey60"
"1209","Pastreoides09255","blue"
"1210","Pastreoides09263","red"
"1211","Pastreoides09267","greenyellow"
"1212","Pastreoides09290","tan"
"1213","Pastreoides09292","lightgreen"
"1214","Pastreoides09294","tan"
"1215","Pastreoides09295","red"
"1216","Pastreoides09297","grey"
"1217","Pastreoides09298","royalblue"
"1218","Pastreoides09304","cyan"
"1219","Pastreoides09311","magenta"
"1220","Pastreoides09318","midnightblue"
"1221","Pastreoides09322","darkturquoise"
"1222","Pastreoides09328","salmon"
"1223","Pastreoides09341","red"
"1224","Pastreoides09344","yellow"
"1225","Pastreoides09348","tan"
"1226","Pastreoides09349","pink"
"1227","Pastreoides09353","greenyellow"
"1228","Pastreoides09358","lightgreen"
"1229","Pastreoides09362","black"
"1230","Pastreoides09366","yellow"
"1231","Pastreoides09367","pink"
"1232","Pastreoides09370","greenyellow"
"1233","Pastreoides09373","greenyellow"
"1234","Pastreoides09377","yellow"
"1235","Pastreoides09380","purple"
"1236","Pastreoides09387","green"
"1237","Pastreoides09394","grey"
"1238","Pastreoides09396","grey"
"1239","Pastreoides09402","midnightblue"
"1240","Pastreoides09405","yellow"
"1241","Pastreoides09409","black"
"1242","Pastreoides09423","blue"
"1243","Pastreoides09424","yellow"
"1244","Pastreoides09430","brown"
"1245","Pastreoides09434","salmon"
"1246","Pastreoides09435","grey"
"1247","Pastreoides09437","royalblue"
"1248","Pastreoides09464","greenyellow"
"1249","Pastreoides09466","cyan"
"1250","Pastreoides09490","brown"
"1251","Pastreoides09491","cyan"
"1252","Pastreoides09502","black"
"1253","Pastreoides09505","greenyellow"
"1254","Pastreoides09516","salmon"
"1255","Pastreoides09517","pink"
"1256","Pastreoides09519","green"
"1257","Pastreoides09524","brown"
"1258","Pastreoides09525","darkred"
"1259","Pastreoides09527","yellow"
"1260","Pastreoides09528","grey"
"1261","Pastreoides09529","midnightblue"
"1262","Pastreoides09540","black"
"1263","Pastreoides09543","pink"
"1264","Pastreoides09545","green"
"1265","Pastreoides09547","lightyellow"
"1266","Pastreoides09555","purple"
"1267","Pastreoides09556","darkred"
"1268","Pastreoides09557","grey"
"1269","Pastreoides09570","lightcyan"
"1270","Pastreoides09571","greenyellow"
"1271","Pastreoides09574","red"
"1272","Pastreoides09583","lightyellow"
"1273","Pastreoides09584","tan"
"1274","Pastreoides09587","red"
"1275","Pastreoides09592","magenta"
"1276","Pastreoides09593","grey"
"1277","Pastreoides09594","green"
"1278","Pastreoides09618","tan"
"1279","Pastreoides09649","blue"
"1280","Pastreoides09653","blue"
"1281","Pastreoides09659","lightyellow"
"1282","Pastreoides09675","green"
"1283","Pastreoides09686","lightyellow"
"1284","Pastreoides09687","magenta"
"1285","Pastreoides09703","cyan"
"1286","Pastreoides09704","green"
"1287","Pastreoides09731","royalblue"
"1288","Pastreoides09758","lightgreen"
"1289","Pastreoides09779","tan"
"1290","Pastreoides09782","cyan"
"1291","Pastreoides09784","turquoise"
"1292","Pastreoides09788","purple"
"1293","Pastreoides09789","magenta"
"1294","Pastreoides09796","darkgreen"
"1295","Pastreoides09798","brown"
"1296","Pastreoides09799","brown"
"1297","Pastreoides09803","tan"
"1298","Pastreoides09841","tan"
"1299","Pastreoides09843","grey"
"1300","Pastreoides09857","turquoise"
"1301","Pastreoides09860","pink"
"1302","Pastreoides09864","midnightblue"
"1303","Pastreoides09867","lightcyan"
"1304","Pastreoides09868","brown"
"1305","Pastreoides09872","green"
"1306","Pastreoides09897","darkred"
"1307","Pastreoides09903","green"
"1308","Pastreoides09911","turquoise"
"1309","Pastreoides09914","lightyellow"
"1310","Pastreoides09915","magenta"
"1311","Pastreoides09917","green"
"1312","Pastreoides09923","tan"
"1313","Pastreoides09930","lightgreen"
"1314","Pastreoides09934","grey"
"1315","Pastreoides09947","purple"
"1316","Pastreoides09961","yellow"
"1317","Pastreoides09962","blue"
"1318","Pastreoides09968","brown"
"1319","Pastreoides09969","brown"
"1320","Pastreoides09970","grey"
"1321","Pastreoides09985","pink"
"1322","Pastreoides09993","turquoise"
"1323","Pastreoides09994","greenyellow"
"1324","Pastreoides09999","yellow"
"1325","Pastreoides10000","darkgreen"
"1326","Pastreoides10023","pink"
"1327","Pastreoides10026","turquoise"
"1328","Pastreoides10043","blue"
"1329","Pastreoides10047","grey60"
"1330","Pastreoides10052","turquoise"
"1331","Pastreoides10053","turquoise"
"1332","Pastreoides10090","brown"
"1333","Pastreoides10093","grey60"
"1334","Pastreoides10094","black"
"1335","Pastreoides10095","magenta"
"1336","Pastreoides10096","purple"
"1337","Pastreoides10099","lightyellow"
"1338","Pastreoides10107","red"
"1339","Pastreoides10108","grey60"
"1340","Pastreoides10109","salmon"
"1341","Pastreoides10114","blue"
"1342","Pastreoides10131","grey60"
"1343","Pastreoides10137","midnightblue"
"1344","Pastreoides10145","grey"
"1345","Pastreoides10147","blue"
"1346","Pastreoides10148","brown"
"1347","Pastreoides10149","purple"
"1348","Pastreoides10152","salmon"
"1349","Pastreoides10248","magenta"
"1350","Pastreoides10251","pink"
"1351","Pastreoides10252","grey"
"1352","Pastreoides10280","royalblue"
"1353","Pastreoides10284","red"
"1354","Pastreoides10285","salmon"
"1355","Pastreoides10286","green"
"1356","Pastreoides10287","magenta"
"1357","Pastreoides10292","tan"
"1358","Pastreoides10295","midnightblue"
"1359","Pastreoides10296","grey60"
"1360","Pastreoides10321","magenta"
"1361","Pastreoides10322","midnightblue"
"1362","Pastreoides10331","purple"
"1363","Pastreoides10337","green"
"1364","Pastreoides10344","purple"
"1365","Pastreoides10345","greenyellow"
"1366","Pastreoides10346","red"
"1367","Pastreoides10348","red"
"1368","Pastreoides10362","purple"
"1369","Pastreoides10364","magenta"
"1370","Pastreoides10366","black"
"1371","Pastreoides10372","lightgreen"
"1372","Pastreoides10413","blue"
"1373","Pastreoides10425","darkgreen"
"1374","Pastreoides10442","magenta"
"1375","Pastreoides10459","lightcyan"
"1376","Pastreoides10460","brown"
"1377","Pastreoides10461","purple"
"1378","Pastreoides10468","magenta"
"1379","Pastreoides10469","red"
"1380","Pastreoides10476","red"
"1381","Pastreoides10479","green"
"1382","Pastreoides10484","tan"
"1383","Pastreoides10486","darkred"
"1384","Pastreoides10498","red"
"1385","Pastreoides10507","lightyellow"
"1386","Pastreoides10528","salmon"
"1387","Pastreoides10530","magenta"
"1388","Pastreoides10536","greenyellow"
"1389","Pastreoides10543","darkgreen"
"1390","Pastreoides10544","brown"
"1391","Pastreoides10545","grey60"
"1392","Pastreoides10548","lightgreen"
"1393","Pastreoides10575","midnightblue"
"1394","Pastreoides10584","turquoise"
"1395","Pastreoides10606","salmon"
"1396","Pastreoides10612","green"
"1397","Pastreoides10616","red"
"1398","Pastreoides10625","green"
"1399","Pastreoides10627","green"
"1400","Pastreoides10647","brown"
"1401","Pastreoides10651","brown"
"1402","Pastreoides10681","blue"
"1403","Pastreoides10683","turquoise"
"1404","Pastreoides10684","brown"
"1405","Pastreoides10710","greenyellow"
"1406","Pastreoides10711","greenyellow"
"1407","Pastreoides10746","blue"
"1408","Pastreoides10751","turquoise"
"1409","Pastreoides10763","red"
"1410","Pastreoides10775","salmon"
"1411","Pastreoides10781","brown"
"1412","Pastreoides10782","grey"
"1413","Pastreoides10784","blue"
"1414","Pastreoides10805","green"
"1415","Pastreoides10822","red"
"1416","Pastreoides10830","yellow"
"1417","Pastreoides10843","black"
"1418","Pastreoides10845","yellow"
"1419","Pastreoides10850","greenyellow"
"1420","Pastreoides10851","yellow"
"1421","Pastreoides10857","lightgreen"
"1422","Pastreoides10869","pink"
"1423","Pastreoides10909","blue"
"1424","Pastreoides10912","black"
"1425","Pastreoides10913","green"
"1426","Pastreoides10921","yellow"
"1427","Pastreoides10940","salmon"
"1428","Pastreoides10946","greenyellow"
"1429","Pastreoides10957","brown"
"1430","Pastreoides10959","magenta"
"1431","Pastreoides10960","grey"
"1432","Pastreoides10963","yellow"
"1433","Pastreoides10990","magenta"
"1434","Pastreoides11001","blue"
"1435","Pastreoides11004","lightcyan"
"1436","Pastreoides11005","lightcyan"
"1437","Pastreoides11015","red"
"1438","Pastreoides11035","yellow"
"1439","Pastreoides11048","cyan"
"1440","Pastreoides11064","grey60"
"1441","Pastreoides11071","darkturquoise"
"1442","Pastreoides11072","cyan"
"1443","Pastreoides11081","yellow"
"1444","Pastreoides11082","darkred"
"1445","Pastreoides11086","blue"
"1446","Pastreoides11101","brown"
"1447","Pastreoides11105","green"
"1448","Pastreoides11107","brown"
"1449","Pastreoides11110","black"
"1450","Pastreoides11121","cyan"
"1451","Pastreoides11127","blue"
"1452","Pastreoides11131","yellow"
"1453","Pastreoides11172","blue"
"1454","Pastreoides11210","yellow"
"1455","Pastreoides11213","turquoise"
"1456","Pastreoides11217","blue"
"1457","Pastreoides11219","turquoise"
"1458","Pastreoides11229","red"
"1459","Pastreoides11242","blue"
"1460","Pastreoides11243","blue"
"1461","Pastreoides11257","pink"
"1462","Pastreoides11269","green"
"1463","Pastreoides11270","grey"
"1464","Pastreoides11272","royalblue"
"1465","Pastreoides11276","grey"
"1466","Pastreoides11277","yellow"
"1467","Pastreoides11282","darkred"
"1468","Pastreoides11286","grey"
"1469","Pastreoides11288","green"
"1470","Pastreoides11291","grey"
"1471","Pastreoides11292","red"
"1472","Pastreoides11299","brown"
"1473","Pastreoides11301","black"
"1474","Pastreoides11332","yellow"
"1475","Pastreoides11346","turquoise"
"1476","Pastreoides11348","darkgreen"
"1477","Pastreoides11374","turquoise"
"1478","Pastreoides11379","lightgreen"
"1479","Pastreoides11380","midnightblue"
"1480","Pastreoides11389","black"
"1481","Pastreoides11390","purple"
"1482","Pastreoides11393","black"
"1483","Pastreoides11396","yellow"
"1484","Pastreoides11411","black"
"1485","Pastreoides11428","tan"
"1486","Pastreoides11430","midnightblue"
"1487","Pastreoides11431","tan"
"1488","Pastreoides11432","cyan"
"1489","Pastreoides11433","purple"
"1490","Pastreoides11447","midnightblue"
"1491","Pastreoides11448","midnightblue"
"1492","Pastreoides11474","greenyellow"
"1493","Pastreoides11496","red"
"1494","Pastreoides11497","yellow"
"1495","Pastreoides11498","turquoise"
"1496","Pastreoides11499","greenyellow"
"1497","Pastreoides11500","tan"
"1498","Pastreoides11501","turquoise"
"1499","Pastreoides11503","darkgreen"
"1500","Pastreoides11508","brown"
"1501","Pastreoides11514","lightcyan"
"1502","Pastreoides11524","grey60"
"1503","Pastreoides11525","grey60"
"1504","Pastreoides11528","blue"
"1505","Pastreoides11531","red"
"1506","Pastreoides11536","greenyellow"
"1507","Pastreoides11541","pink"
"1508","Pastreoides11551","brown"
"1509","Pastreoides11561","black"
"1510","Pastreoides11562","lightgreen"
"1511","Pastreoides11565","yellow"
"1512","Pastreoides11574","black"
"1513","Pastreoides11575","grey"
"1514","Pastreoides11586","blue"
"1515","Pastreoides11591","black"
"1516","Pastreoides11595","black"
"1517","Pastreoides11597","tan"
"1518","Pastreoides11635","salmon"
"1519","Pastreoides11639","magenta"
"1520","Pastreoides11649","yellow"
"1521","Pastreoides11651","purple"
"1522","Pastreoides11652","darkred"
"1523","Pastreoides11653","grey60"
"1524","Pastreoides11655","blue"
"1525","Pastreoides11657","grey60"
"1526","Pastreoides11658","purple"
"1527","Pastreoides11659","grey"
"1528","Pastreoides11674","lightcyan"
"1529","Pastreoides11678","black"
"1530","Pastreoides11683","turquoise"
"1531","Pastreoides11684","blue"
"1532","Pastreoides11687","purple"
"1533","Pastreoides11688","brown"
"1534","Pastreoides11692","red"
"1535","Pastreoides11695","brown"
"1536","Pastreoides11717","grey"
"1537","Pastreoides11727","purple"
"1538","Pastreoides11728","magenta"
"1539","Pastreoides11729","royalblue"
"1540","Pastreoides11749","magenta"
"1541","Pastreoides11751","turquoise"
"1542","Pastreoides11752","brown"
"1543","Pastreoides11767","pink"
"1544","Pastreoides11777","blue"
"1545","Pastreoides11780","darkturquoise"
"1546","Pastreoides11783","royalblue"
"1547","Pastreoides11787","turquoise"
"1548","Pastreoides11834","brown"
"1549","Pastreoides11835","grey"
"1550","Pastreoides11846","yellow"
"1551","Pastreoides11852","tan"
"1552","Pastreoides11858","green"
"1553","Pastreoides11868","purple"
"1554","Pastreoides11869","green"
"1555","Pastreoides11876","midnightblue"
"1556","Pastreoides11877","cyan"
"1557","Pastreoides11879","yellow"
"1558","Pastreoides11896","green"
"1559","Pastreoides11897","salmon"
"1560","Pastreoides11900","yellow"
"1561","Pastreoides11904","magenta"
"1562","Pastreoides11907","greenyellow"
"1563","Pastreoides11908","grey"
"1564","Pastreoides11909","grey"
"1565","Pastreoides11932","grey60"
"1566","Pastreoides11933","grey"
"1567","Pastreoides11959","royalblue"
"1568","Pastreoides11962","grey"
"1569","Pastreoides11976","red"
"1570","Pastreoides11977","grey"
"1571","Pastreoides11978","grey"
"1572","Pastreoides11992","salmon"
"1573","Pastreoides12043","yellow"
"1574","Pastreoides12044","yellow"
"1575","Pastreoides12055","grey"
"1576","Pastreoides12067","lightgreen"
"1577","Pastreoides12073","grey"
"1578","Pastreoides12075","midnightblue"
"1579","Pastreoides12086","purple"
"1580","Pastreoides12089","royalblue"
"1581","Pastreoides12094","yellow"
"1582","Pastreoides12099","pink"
"1583","Pastreoides12103","yellow"
"1584","Pastreoides12111","lightyellow"
"1585","Pastreoides12118","midnightblue"
"1586","Pastreoides12120","green"
"1587","Pastreoides12129","tan"
"1588","Pastreoides12137","red"
"1589","Pastreoides12138","brown"
"1590","Pastreoides12139","salmon"
"1591","Pastreoides12146","turquoise"
"1592","Pastreoides12152","midnightblue"
"1593","Pastreoides12167","midnightblue"
"1594","Pastreoides12182","red"
"1595","Pastreoides12183","yellow"
"1596","Pastreoides12186","darkgreen"
"1597","Pastreoides12189","yellow"
"1598","Pastreoides12196","green"
"1599","Pastreoides12209","lightcyan"
"1600","Pastreoides12231","brown"
"1601","Pastreoides12233","lightyellow"
"1602","Pastreoides12254","magenta"
"1603","Pastreoides12266","green"
"1604","Pastreoides12314","brown"
"1605","Pastreoides12325","magenta"
"1606","Pastreoides12327","tan"
"1607","Pastreoides12328","brown"
"1608","Pastreoides12330","black"
"1609","Pastreoides12335","blue"
"1610","Pastreoides12339","grey"
"1611","Pastreoides12356","green"
"1612","Pastreoides12358","darkturquoise"
"1613","Pastreoides12360","tan"
"1614","Pastreoides12361","grey60"
"1615","Pastreoides12365","grey"
"1616","Pastreoides12367","pink"
"1617","Pastreoides12401","tan"
"1618","Pastreoides12414","tan"
"1619","Pastreoides12430","grey"
"1620","Pastreoides12447","black"
"1621","Pastreoides12454","purple"
"1622","Pastreoides12460","grey60"
"1623","Pastreoides12474","grey"
"1624","Pastreoides12504","pink"
