Well,Chl:630,Chl:663,Chl:750
A1,0.133,0.142,0.12
B1,0.09,0.112,0.076
C1,0.096,0.1,0.087
D1,0.15,0.156,0.134
E1,0.491,0.485,0.445
F1,0.372,0.372,0.321
G1,0.215,0.213,0.193
H1,0.276,0.275,0.247
A2,0.161,0.173,0.146
B2,0.085,0.112,0.071
C2,0.121,0.124,0.11
D2,0.284,0.286,0.247
E2,0.631,0.625,0.574
F2,0.468,0.474,0.421
G2,0.237,0.238,0.219
H2,0.359,0.357,0.321
A3,0.187,0.197,0.169
B3,0.171,0.194,0.148
C3,0.123,0.126,0.111
D3,0.187,0.195,0.168
E3,0.517,0.509,0.465
F3,0.332,0.341,0.293
G3,0.206,0.209,0.191
H3,0.341,0.341,0.305
A4,0.135,0.144,0.122
B4,0.189,0.217,0.168
C4,0.119,0.122,0.107
D4,0.301,0.306,0.276
E4,0.414,0.414,0.382
F4,0.523,0.545,0.472
G4,0.203,0.203,0.184
H4,0.367,0.365,0.336
A5,0.175,0.186,0.159
B5,0.199,0.231,0.176
C5,0.111,0.115,0.1
D5,0.301,0.306,0.268
E5,0.401,0.402,0.37
F5,0.523,0.548,0.472
G5,0.225,0.226,0.2
H5,0.319,0.322,0.289
A6,0.154,0.165,0.138
B6,0.211,0.242,0.186
C6,0.188,0.188,0.164
D6,0.433,0.435,0.384
E6,0.499,0.497,0.458
F6,0.484,0.51,0.433
G6,0.235,0.236,0.21
H6,0.351,0.352,0.311
A7,0.142,0.153,0.13
B7,0.201,0.204,0.185
C7,0.257,0.258,0.237
D7,0.295,0.298,0.262
E7,0.483,0.489,0.433
F7,0.214,0.235,0.189
G7,0.236,0.23,0.201
H7,0.255,0.276,0.238
A8,0.183,0.194,0.166
B8,0.23,0.236,0.214
C8,0.193,0.196,0.178
D8,0.295,0.299,0.258
E8,0.393,0.399,0.343
F8,0.357,0.378,0.321
G8,0.265,0.255,0.223
H8,0.339,0.359,0.307
A9,0.251,0.262,0.232
B9,0.223,0.227,0.204
C9,0.146,0.149,0.13
D9,0.355,0.358,0.314
E9,0.366,0.373,0.321
F9,0.317,0.341,0.284
G9,0.272,0.269,0.237
H9,0.324,0.347,0.298
A10,0.17,0.199,0.152
B10,0.244,0.242,0.214
C10,0.18,0.181,0.161
D10,0.492,0.489,0.45
E10,0.305,0.312,0.263
F10,0.296,0.313,0.264
G10,0.304,0.307,0.275
H10,0.299,0.314,0.263
A11,0.217,0.238,0.179
B11,0.29,0.285,0.25
C11,0.293,0.289,0.258
D11,0.431,0.429,0.394
E11,0.419,0.425,0.364
F11,0.302,0.327,0.267
G11,0.388,0.39,0.347
H11,0.359,0.381,0.327
A12,0.229,0.258,0.203
B12,0.315,0.312,0.276
C12,0.323,0.319,0.288
D12,0.541,0.533,0.488
E12,0.354,0.363,0.304
F12,0.33,0.351,0.293
G12,0.44,0.444,0.405
H12,0.353,0.376,0.322
