Date,Lunar.Day,coral.id,Number.Larvae
20180708,-4,P-15-A,880
20180708,-4,P-15-B,4
20180708,-4,P-16-A,0
20180708,-4,P-16-B,0
20180708,-4,P-19-A,14
20180708,-4,P-19-B,67
20180709,-3,R-4-A,0
20180709,-3,R-4-B,4
20180709,-3,R-5-A,0
20180709,-3,R-5-B,0
20180709,-3,R-7-A,10
20180709,-3,R-7-B,94
20180709,-3,R-8-A,24
20180709,-3,R-8-B,0
20180709,-3,R-9-B,0
20180709,-3,R-9-A,46
20180709,-3,R-11-A,0
20180709,-3,R-11-B,37
20180709,-3,R-14-A,0
20180709,-3,R-14-B,3
20180709,-3,R-15-A,0
20180709,-3,R-15-B,15
20180709,-3,R-18-A,0
20180709,-3,R-18-B,0
20180709,-3,R-19-A,114
20180709,-3,R-19-B,0
20180709,-3,P-3-A,0
20180709,-3,P-3-B,0
20180709,-3,P-4-A,139
20180709,-3,P-4-B,0
20180709,-3,P-6-A,318
20180709,-3,P-6-B,0
20180709,-3,P-9-A,61
20180709,-3,P-9-B,0
20180709,-3,P-10-A,195
20180709,-3,P-10-B,15
20180709,-3,P-12-A,2439
20180709,-3,P-12-B,17
20180709,-3,P-14-A,531
20180709,-3,P-14-B,363
20180709,-3,P-15-A,828
20180709,-3,P-15-B,56
20180709,-3,P-16-A,376
20180709,-3,P-16-B,0
20180709,-3,P-19-A,205
20180709,-3,P-19-B,193
20180710,-2,R-4-A,0
20180710,-2,R-4-B,1
20180710,-2,R-5-A,0
20180710,-2,R-5-B,0
20180710,-2,R-7-A,25
20180710,-2,R-7-B,62
20180710,-2,R-8-A,23
20180710,-2,R-8-B,0
20180710,-2,R-9-B,0
20180710,-2,R-9-A,0
20180710,-2,R-11-A,0
20180710,-2,R-11-B,74
20180710,-2,R-14-A,0
20180710,-2,R-14-B,23
20180710,-2,R-15-A,15
20180710,-2,R-15-B,0
20180710,-2,R-18-A,0
20180710,-2,R-18-B,15
20180710,-2,R-19-A,0
20180710,-2,R-19-B,0
20180710,-2,P-3-A,4
20180710,-2,P-3-B,0
20180710,-2,P-4-A,64
20180710,-2,P-4-B,0
20180710,-2,P-6-A,34
20180710,-2,P-6-B,0
20180710,-2,P-9-A,34
20180710,-2,P-9-B,0
20180710,-2,P-10-A,162
20180710,-2,P-10-B,90
20180710,-2,P-12-A,875
20180710,-2,P-12-B,87
20180710,-2,P-14-A,142
20180710,-2,P-14-B,66
20180710,-2,P-15-A,0
20180710,-2,P-15-B,214
20180710,-2,P-16-A,655
20180710,-2,P-16-B,0
20180710,-2,P-19-A,305
20180710,-2,P-19-B,139
20180711,-1,R-4-A,0
20180711,-1,R-4-B,0
20180711,-1,R-5-A,0
20180711,-1,R-5-B,1
20180711,-1,R-7-A,75
20180711,-1,R-7-B,361
20180711,-1,R-8-A,475
20180711,-1,R-8-B,68
20180711,-1,R-9-B,31
20180711,-1,R-9-A,11
20180711,-1,R-11-A,0
20180711,-1,R-11-B,7
20180711,-1,R-14-A,0
20180711,-1,R-14-B,230
20180711,-1,R-15-A,100
20180711,-1,R-15-B,46
20180711,-1,R-18-A,0
20180711,-1,R-18-B,3
20180711,-1,R-19-A,323
20180711,-1,R-19-B,69
20180711,-1,P-3-A,0
20180711,-1,P-3-B,0
20180711,-1,P-4-A,276
20180711,-1,P-4-B,0
20180711,-1,P-6-A,4
20180711,-1,P-6-B,27
20180711,-1,P-9-A,100
20180711,-1,P-9-B,0
20180711,-1,P-10-A,445
20180711,-1,P-10-B,134
20180711,-1,P-12-A,1079
20180711,-1,P-12-B,224
20180711,-1,P-14-A,9
20180711,-1,P-14-B,445
20180711,-1,P-15-A,0
20180711,-1,P-15-B,851
20180711,-1,P-16-A,1473
20180711,-1,P-16-B,16
20180711,-1,P-19-A,738
20180711,-1,P-19-B,411
20180712,0,R-4-A,0
20180712,0,R-4-B,0
20180712,0,R-5-A,0
20180712,0,R-5-B,0
20180712,0,R-7-A,208
20180712,0,R-7-B,50
20180712,0,R-8-A,130
20180712,0,R-8-B,53
20180712,0,R-9-B,167
20180712,0,R-9-A,59
20180712,0,R-11-A,0
20180712,0,R-11-B,0
20180712,0,R-14-A,0
20180712,0,R-14-B,602
20180712,0,R-15-A,205
20180712,0,R-15-B,0
20180712,0,R-18-A,0
20180712,0,R-18-B,0
20180712,0,R-19-A,0
20180712,0,R-19-B,58
20180712,0,P-3-A,0
20180712,0,P-3-B,0
20180712,0,P-4-A,240
20180712,0,P-4-B,0
20180712,0,P-6-A,0
20180712,0,P-6-B,37
20180712,0,P-9-A,0
20180712,0,P-9-B,0
20180712,0,P-10-A,490
20180712,0,P-10-B,43
20180712,0,P-12-A,247
20180712,0,P-12-B,21
20180712,0,P-14-A,0
20180712,0,P-14-B,127
20180712,0,P-15-A,0
20180712,0,P-15-B,116
20180712,0,P-16-A,642
20180712,0,P-16-B,0
20180712,0,P-19-A,402
20180712,0,P-19-B,35
20180713,1,R-4-A,0
20180713,1,R-4-B,0
20180713,1,R-5-A,0
20180713,1,R-5-B,0
20180713,1,R-7-A,116
20180713,1,R-7-B,133
20180713,1,R-8-A,21
20180713,1,R-8-B,0
20180713,1,R-9-B,0
20180713,1,R-9-A,68
20180713,1,R-11-A,0
20180713,1,R-11-B,0
20180713,1,R-14-A,0
20180713,1,R-14-B,577
20180713,1,R-15-A,63
20180713,1,R-15-B,79
20180713,1,R-18-A,0
20180713,1,R-18-B,0
20180713,1,R-19-A,97
20180713,1,R-19-B,222
20180713,1,P-3-A,0
20180713,1,P-3-B,0
20180713,1,P-4-A,0
20180713,1,P-4-B,0
20180713,1,P-6-A,0
20180713,1,P-6-B,198
20180713,1,P-9-A,0
20180713,1,P-9-B,29
20180713,1,P-10-A,0
20180713,1,P-10-B,0
20180713,1,P-12-A,0
20180713,1,P-12-B,0
20180713,1,P-14-A,0
20180713,1,P-14-B,8
20180713,1,P-15-A,0
20180713,1,P-15-B,0
20180713,1,P-16-A,0
20180713,1,P-16-B,0
20180713,1,P-19-A,162
20180713,1,P-19-B,149
20180714,2,R-4-A,0
20180714,2,R-4-B,0
20180714,2,R-5-A,0
20180714,2,R-5-B,0
20180714,2,R-7-A,162
20180714,2,R-7-B,64
20180714,2,R-8-A,157
20180714,2,R-8-B,0
20180714,2,R-9-B,0
20180714,2,R-9-A,0
20180714,2,R-11-A,0
20180714,2,R-11-B,0
20180714,2,R-14-A,0
20180714,2,R-14-B,0
20180714,2,R-15-A,11
20180714,2,R-15-B,62
20180714,2,R-18-A,0
20180714,2,R-18-B,0
20180714,2,R-19-A,0
20180714,2,R-19-B,62
20180714,2,P-3-A,0
20180714,2,P-3-B,0
20180714,2,P-4-A,0
20180714,2,P-4-B,0
20180714,2,P-6-A,0
20180714,2,P-6-B,109
20180714,2,P-9-A,0
20180714,2,P-9-B,0
20180714,2,P-10-A,0
20180714,2,P-10-B,0
20180714,2,P-12-A,251
20180714,2,P-12-B,0
20180714,2,P-14-A,0
20180714,2,P-14-B,0
20180714,2,P-15-A,0
20180714,2,P-15-B,0
20180714,2,P-16-A,0
20180714,2,P-16-B,0
20180714,2,P-19-A,189
20180714,2,P-19-B,20
20180715,3,R-4-A,0
20180715,3,R-4-B,0
20180715,3,R-5-A,0
20180715,3,R-5-B,0
20180715,3,R-7-A,61
20180715,3,R-7-B,134
20180715,3,R-8-A,0
20180715,3,R-8-B,0
20180715,3,R-9-B,0
20180715,3,R-9-A,0
20180715,3,R-11-A,0
20180715,3,R-11-B,0
20180715,3,R-14-A,0
20180715,3,R-14-B,0
20180715,3,R-15-A,0
20180715,3,R-15-B,0
20180715,3,R-18-A,0
20180715,3,R-18-B,0
20180715,3,R-19-A,0
20180715,3,R-19-B,0
20180715,3,P-3-A,0
20180715,3,P-3-B,0
20180715,3,P-4-A,0
20180715,3,P-4-B,0
20180715,3,P-6-A,0
20180715,3,P-6-B,89
20180715,3,P-9-A,0
20180715,3,P-9-B,0
20180715,3,P-10-A,0
20180715,3,P-10-B,0
20180715,3,P-12-A,351
20180715,3,P-12-B,0
20180715,3,P-14-A,0
20180715,3,P-14-B,0
20180715,3,P-15-A,0
20180715,3,P-15-B,0
20180715,3,P-16-A,0
20180715,3,P-16-B,0
20180715,3,P-19-A,48
20180715,3,P-19-B,0
20180716,4,R-4-A,0
20180716,4,R-4-B,0
20180716,4,R-5-A,0
20180716,4,R-5-B,0
20180716,4,R-7-A,0
20180716,4,R-7-B,54
20180716,4,R-8-A,0
20180716,4,R-8-B,0
20180716,4,R-9-B,0
20180716,4,R-9-A,0
20180716,4,R-11-A,0
20180716,4,R-11-B,0
20180716,4,R-14-A,0
20180716,4,R-14-B,0
20180716,4,R-15-A,0
20180716,4,R-15-B,0
20180716,4,R-18-A,0
20180716,4,R-18-B,0
20180716,4,R-19-A,0
20180716,4,R-19-B,0
20180716,4,P-3-A,0
20180716,4,P-3-B,0
20180716,4,P-4-A,0
20180716,4,P-4-B,0
20180716,4,P-6-A,0
20180716,4,P-6-B,0
20180716,4,P-9-A,0
20180716,4,P-9-B,0
20180716,4,P-10-A,0
20180716,4,P-10-B,0
20180716,4,P-12-A,0
20180716,4,P-12-B,0
20180716,4,P-14-A,0
20180716,4,P-14-B,0
20180716,4,P-15-A,0
20180716,4,P-15-B,0
20180716,4,P-16-A,0
20180716,4,P-16-B,0
20180716,4,P-19-A,326
20180716,4,P-19-B,0
20180717,5,R-4-A,0
20180717,5,R-4-B,0
20180717,5,R-5-A,0
20180717,5,R-5-B,0
20180717,5,R-7-A,56
20180717,5,R-7-B,111
20180717,5,R-8-A,0
20180717,5,R-8-B,0
20180717,5,R-9-B,0
20180717,5,R-9-A,0
20180717,5,R-11-A,0
20180717,5,R-11-B,0
20180717,5,R-14-A,0
20180717,5,R-14-B,0
20180717,5,R-15-A,0
20180717,5,R-15-B,0
20180717,5,R-18-A,0
20180717,5,R-18-B,0
20180717,5,R-19-A,0
20180717,5,R-19-B,0
20180717,5,P-3-A,0
20180717,5,P-3-B,0
20180717,5,P-4-A,0
20180717,5,P-4-B,0
20180717,5,P-6-A,0
20180717,5,P-6-B,0
20180717,5,P-9-A,0
20180717,5,P-9-B,0
20180717,5,P-10-A,0
20180717,5,P-10-B,0
20180717,5,P-12-A,0
20180717,5,P-12-B,0
20180717,5,P-14-A,0
20180717,5,P-14-B,0
20180717,5,P-15-A,0
20180717,5,P-15-B,0
20180717,5,P-16-A,0
20180717,5,P-16-B,0
20180717,5,P-19-A,31
20180717,5,P-19-B,0
20180718,6,R-4-A,0
20180718,6,R-4-B,0
20180718,6,R-5-A,0
20180718,6,R-5-B,0
20180718,6,R-7-A,0
20180718,6,R-7-B,27
20180718,6,R-8-A,0
20180718,6,R-8-B,0
20180718,6,R-9-B,0
20180718,6,R-9-A,0
20180718,6,R-11-A,0
20180718,6,R-11-B,0
20180718,6,R-14-A,0
20180718,6,R-14-B,0
20180718,6,R-15-A,0
20180718,6,R-15-B,0
20180718,6,R-18-A,0
20180718,6,R-18-B,0
20180718,6,R-19-A,0
20180718,6,R-19-B,0
20180718,6,P-3-A,0
20180718,6,P-3-B,0
20180718,6,P-4-A,0
20180718,6,P-4-B,0
20180718,6,P-6-A,0
20180718,6,P-6-B,0
20180718,6,P-9-A,0
20180718,6,P-9-B,0
20180718,6,P-10-A,0
20180718,6,P-10-B,0
20180718,6,P-12-A,0
20180718,6,P-12-B,0
20180718,6,P-14-A,0
20180718,6,P-14-B,0
20180718,6,P-15-A,0
20180718,6,P-15-B,0
20180718,6,P-16-A,0
20180718,6,P-16-B,0
20180718,6,P-19-A,0
20180718,6,P-19-B,0
