Well,562
A1,2.311
B1,0.765
C1,0.076
D1,0.301
E1,0.626
F1,0.403
G1,0.411
H1,0.336
A2,2.326
B2,0.81
C2,0.074
D2,0.299
E2,0.623
F2,0.339
G2,0.457
H2,0.337
A3,2.262
B3,0.832
C3,0.077
D3,0.323
E3,0.642
F3,0.408
G3,0.432
H3,0.339
A4,1.886
B4,0.457
C4,0.604
D4,0.342
E4,0.636
F4,0.446
G4,0.436
H4,0.333
A5,1.831
B5,0.462
C5,0.621
D5,0.314
E5,0.589
F5,0.439
G5,0.451
H5,0.337
A6,1.969
B6,0.463
C6,0.589
D6,0.308
E6,0.669
F6,0.463
G6,0.412
H6,0.344
A7,1.353
B7,0.286
C7,0.611
D7,0.301
E7,0.435
F7,0.455
G7,0.418
H7,0.631
A8,1.349
B8,0.302
C8,0.605
D8,0.422
E8,0.422
F8,0.462
G8,0.453
H8,0.621
A9,1.379
B9,0.306
C9,0.576
D9,0.305
E9,0.437
F9,0.427
G9,0.451
H9,0.563
A10,1.074
B10,0.115
C10,0.631
D10,0.661
E10,0.41
F10,0.476
G10,0.341
H10,0.625
A11,1.11
B11,0.117
C11,0.539
D11,0.681
E11,0.431
F11,0.471
G11,0.343
H11,0.641
A12,1.049
B12,0.115
C12,0.569
D12,0.627
E12,0.423
F12,0.489
G12,0.345
H12,0.643
