"","GO_ID","gene","adj.pval.Origin","adj.pval.Treatment","adj.pval.LifeStage","adj.pval.Origin_x_Treatment","adj.pval.Origin_x_LifeStage","adj.pval.Treatment_x_LifeStage","adj.pval.Origin_x_Treatment_x_LifeStage","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0000041","Pastreoides43020",0.0134346385905002,0.395214064442571,0.69663280491159,0.295850978027674,0.0166533757435554,0.961967742751972,0.806593299390451,0.0193104423597044,1,1,1,"transition metal ion transport","BP","transport","P"
"2","GO:0000122","Pastreoides15970",0.775947435130865,0.428500444905518,0.404875014556191,0.634504723599784,0.00469958971931435,0.509101224961826,1,NA,NA,NA,NA,NA,NA,NA,NA
"3","GO:0000126","Pastreoides57981",2.61073111829514e-06,0.0187281746976227,1.19762722319221e-187,0.00147397236200338,1.55558839496316e-10,0.0544007734677706,0.0655478706730789,NA,NA,NA,NA,NA,NA,NA,NA
"4","GO:0000166","Pastreoides15601",0,6.91619267214155e-56,0.866442979387116,5.54225793957715e-172,0.000444318875062636,0.779819294810324,0.973223460339163,NA,NA,NA,NA,NA,NA,NA,NA
"5","GO:0000398","Pastreoides04539",0.608948518906533,0.00155860779294762,0.954107228308405,0.816458981185853,0.0281073668393341,0.433247101636889,0.375617734541874,0.0180401687670166,0.99898738421484,2,11,"mRNA splicing, via spliceosome","BP","RNA metabolism","P"
"6","GO:0000398","Pastreoides02166",1.76093141588122e-05,0.153470204833394,0.773630651294506,0.260402195998326,0.0425741040875941,0.00224126304218508,0.29383696096683,0.0180401687670166,0.99898738421484,2,11,"mRNA splicing, via spliceosome","BP","RNA metabolism","P"
"7","GO:0000412","Pastreoides02166",1.76093141588122e-05,0.153470204833394,0.773630651294506,0.260402195998326,0.0425741040875941,0.00224126304218508,0.29383696096683,0.0192976531699503,1,1,1,"histone peptidyl-prolyl isomerization","BP","cell organization and biogenesis","P"
"8","GO:0000413","Pastreoides02166",1.76093141588122e-05,0.153470204833394,0.773630651294506,0.260402195998326,0.0425741040875941,0.00224126304218508,0.29383696096683,0.0192976531699503,1,1,1,"protein peptidyl-prolyl isomerization","BP","protein metabolism","P"
"9","GO:0001006","Pastreoides57981",2.61073111829514e-06,0.0187281746976227,1.19762722319221e-187,0.00147397236200338,1.55558839496316e-10,0.0544007734677706,0.0655478706730789,NA,NA,NA,NA,NA,NA,NA,NA
"10","GO:0001223","Pastreoides15970",0.775947435130865,0.428500444905518,0.404875014556191,0.634504723599784,0.00469958971931435,0.509101224961826,1,NA,NA,NA,NA,NA,NA,NA,NA
"11","GO:0001501","Pastreoides56900",0.0291323187369873,0.00273089730512618,1.32155762621576e-78,3.97499431542522e-10,0.00208806202113015,0.97424151152238,0.944882199510928,NA,NA,NA,NA,NA,NA,NA,NA
"12","GO:0001522","Pastreoides24374",0.275391254338633,0.0220881463780133,7.13557332059077e-60,0.398261934930446,0.0452945253255002,0.49684848095264,0.635932339230544,0.0192975526110508,1,1,1,"pseudouridine synthesis","BP","RNA metabolism","P"
"13","GO:0001522","Pastreoides24374",0.275391254338633,0.0220881463780133,7.13557332059077e-60,0.398261934930446,0.0452945253255002,0.49684848095264,0.635932339230544,0.0192975526110508,1,1,1,"pseudouridine synthesis","BP","RNA metabolism","P"
"14","GO:0001786","Pastreoides41625",2.50773490213479e-05,0.190415159768283,1.99410677688717e-24,0.0240401694335267,0.00444996167874024,0.641140560870862,0.0560110055676064,NA,NA,NA,NA,NA,NA,NA,NA
"15","GO:0001818","Pastreoides31703",1.04888522151575e-32,1.13078168527295e-12,0.965962924603368,0.800249165591342,0.0425741040875941,0.873584342879206,0.819359355996109,NA,NA,NA,NA,NA,NA,NA,NA
"16","GO:0001934","Pastreoides15601",0,6.91619267214155e-56,0.866442979387116,5.54225793957715e-172,0.000444318875062636,0.779819294810324,0.973223460339163,NA,NA,NA,NA,NA,NA,NA,NA
"17","GO:0001958","Pastreoides30277",9.48701518399921e-130,6.76595320067863e-17,2.68626132182878e-07,0.00538693832855905,0.0330935800381369,0.560595326308085,0.648649029831424,NA,NA,NA,NA,NA,NA,NA,NA
"18","GO:0002218","Pastreoides08646",0.201971675966341,0.0257124339477607,0.55645906055993,0.715430189398622,0.00997119229595523,0.890682895671898,1,NA,NA,NA,NA,NA,NA,NA,NA
"19","GO:0003002","Pastreoides41444",0.338160808902199,0.386674743561041,0.0631492898900259,0.161682076985762,0.0198130606099447,0.88414549488298,0.971952839717267,NA,NA,NA,NA,NA,NA,NA,NA
"20","GO:0003674","Pastreoides57974",9.16263669547083e-118,7.29051004064905e-75,0,0,0.00565050983356822,6.47951991064559e-14,6.27595080957338e-56,NA,NA,NA,NA,NA,NA,NA,NA
"21","GO:0003674","Pastreoides32254",0.202144666075078,0.0589249322986453,0.00116132029563498,0.599320919468496,0.0231747336874823,0.551721992372079,0.271773013772728,NA,NA,NA,NA,NA,NA,NA,NA
"22","GO:0003676","Pastreoides24374",0.275391254338633,0.0220881463780133,7.13557332059077e-60,0.398261934930446,0.0452945253255002,0.49684848095264,0.635932339230544,NA,NA,NA,NA,NA,NA,NA,NA
"23","GO:0003676","Pastreoides63879",0.561587725228803,0.97363536549224,0.35517527755947,3.00334314543543e-32,0.000588327034503141,0.442958333222425,0.867591215482574,NA,NA,NA,NA,NA,NA,NA,NA
"24","GO:0003676","Pastreoides24374",0.275391254338633,0.0220881463780133,7.13557332059077e-60,0.398261934930446,0.0452945253255002,0.49684848095264,0.635932339230544,NA,NA,NA,NA,NA,NA,NA,NA
"25","GO:0003676","Pastreoides52987",4.24099707941423e-26,0.00150594881799312,0.235559208290431,9.07978841970579e-06,0.0108083820197855,0.570057732121473,0.621818274717247,NA,NA,NA,NA,NA,NA,NA,NA
"26","GO:0003676","Pastreoides63879",0.561587725228803,0.97363536549224,0.35517527755947,3.00334314543543e-32,0.000588327034503141,0.442958333222425,0.867591215482574,NA,NA,NA,NA,NA,NA,NA,NA
"27","GO:0003677","Pastreoides09102",1.02940022792672e-06,0.848743853266305,0.597443880839152,0.188185678614442,0.00469958971931435,0.594865842144069,0.626973655949392,NA,NA,NA,NA,NA,NA,NA,NA
"28","GO:0003677","Pastreoides09102",1.02940022792672e-06,0.848743853266305,0.597443880839152,0.188185678614442,0.00469958971931435,0.594865842144069,0.626973655949392,NA,NA,NA,NA,NA,NA,NA,NA
"29","GO:0003677","Pastreoides28399",4.86493039827212e-37,2.48404520746125e-08,0.00370536721774121,0.00554437327116506,0.000198919878866949,0.0211898196968478,0.832490972100582,NA,NA,NA,NA,NA,NA,NA,NA
"30","GO:0003677","Pastreoides28399",4.86493039827212e-37,2.48404520746125e-08,0.00370536721774121,0.00554437327116506,0.000198919878866949,0.0211898196968478,0.832490972100582,NA,NA,NA,NA,NA,NA,NA,NA
"31","GO:0003677","Pastreoides28399",4.86493039827212e-37,2.48404520746125e-08,0.00370536721774121,0.00554437327116506,0.000198919878866949,0.0211898196968478,0.832490972100582,NA,NA,NA,NA,NA,NA,NA,NA
"32","GO:0003682","Pastreoides02166",1.76093141588122e-05,0.153470204833394,0.773630651294506,0.260402195998326,0.0425741040875941,0.00224126304218508,0.29383696096683,NA,NA,NA,NA,NA,NA,NA,NA
"33","GO:0003723","Pastreoides08646",0.201971675966341,0.0257124339477607,0.55645906055993,0.715430189398622,0.00997119229595523,0.890682895671898,1,NA,NA,NA,NA,NA,NA,NA,NA
"34","GO:0003723","Pastreoides24374",0.275391254338633,0.0220881463780133,7.13557332059077e-60,0.398261934930446,0.0452945253255002,0.49684848095264,0.635932339230544,NA,NA,NA,NA,NA,NA,NA,NA
"35","GO:0003723","Pastreoides24374",0.275391254338633,0.0220881463780133,7.13557332059077e-60,0.398261934930446,0.0452945253255002,0.49684848095264,0.635932339230544,NA,NA,NA,NA,NA,NA,NA,NA
"36","GO:0003729","Pastreoides02539",2.9444018745054e-06,0.461050888514615,0.865102738945101,0.10238512297185,0.00498920385154258,0.925352815106093,0.679038906125169,NA,NA,NA,NA,NA,NA,NA,NA
"37","GO:0003755","Pastreoides02166",1.76093141588122e-05,0.153470204833394,0.773630651294506,0.260402195998326,0.0425741040875941,0.00224126304218508,0.29383696096683,0.0192976531699503,1,1,1,"peptidyl-prolyl cis-trans isomerase activity","MF","other molecular function","F"
"38","GO:0003755","Pastreoides02166",1.76093141588122e-05,0.153470204833394,0.773630651294506,0.260402195998326,0.0425741040875941,0.00224126304218508,0.29383696096683,0.0192976531699503,1,1,1,"peptidyl-prolyl cis-trans isomerase activity","MF","other molecular function","F"
"39","GO:0003824","Pastreoides00437",4.69496977577235e-24,0.0105747852918283,1.10661889475945e-15,0.881379234217706,0.000293557460639061,0.556599447002319,0.453881813374319,NA,NA,NA,NA,NA,NA,NA,NA
"40","GO:0003824","Pastreoides49786",0,0,0,2.91776638752279e-66,0,0.392464685393428,0.92563977428179,NA,NA,NA,NA,NA,NA,NA,NA
"41","GO:0003824","Pastreoides49786",0,0,0,2.91776638752279e-66,0,0.392464685393428,0.92563977428179,NA,NA,NA,NA,NA,NA,NA,NA
"42","GO:0003885","Pastreoides09865",0.545699811938827,0.979841698366535,0.80730516603774,0.863212159996743,0.0282970707499609,0.529479010752255,1,0.0382287453588051,0.999633694393603,1,2,"D-arabinono-1,4-lactone oxidase activity","MF","other molecular function","F"
"43","GO:0003924","Pastreoides04539",0.608948518906533,0.00155860779294762,0.954107228308405,0.816458981185853,0.0281073668393341,0.433247101636889,0.375617734541874,NA,NA,NA,NA,NA,NA,NA,NA
"44","GO:0003924","Pastreoides04539",0.608948518906533,0.00155860779294762,0.954107228308405,0.816458981185853,0.0281073668393341,0.433247101636889,0.375617734541874,NA,NA,NA,NA,NA,NA,NA,NA
"45","GO:0004129","Pastreoides64571",0.568262208536526,1.19897348495199e-07,7.10833380695181e-23,0.637242207496466,4.52892819802422e-07,2.58995125738985e-06,0.745311989658753,0.00108519642337491,0.999993162871655,2,3,"cytochrome-c oxidase activity","MF","transporter activity","F"
"46","GO:0004129","Pastreoides64573",0.151952188140313,1.25604130231709e-18,5.86419817146276e-73,0.288719790858658,5.8881162671764e-13,4.2974979445648e-27,0.329304751109392,0.00108519642337491,0.999993162871655,2,3,"cytochrome-c oxidase activity","MF","transporter activity","F"
