"","GO_ID","gene","colors","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1826","GO:0019843","Pastreoides53023","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1827","GO:0019852","Pastreoides32099","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1828","GO:0019894","Pastreoides27332","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1829","GO:0019899","Pastreoides06690","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1830","GO:0019899","Pastreoides07540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1831","GO:0019899","Pastreoides09653","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1832","GO:0019899","Pastreoides17070","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1833","GO:0019899","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1834","GO:0019899","Pastreoides23785","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1835","GO:0019899","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1836","GO:0019899","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1837","GO:0019901","Pastreoides25707","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1838","GO:0019901","Pastreoides11015","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1839","GO:0019901","Pastreoides17036","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1840","GO:0019901","Pastreoides21356","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1841","GO:0019901","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1842","GO:0019901","Pastreoides36405","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1843","GO:0019901","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1844","GO:0019903","Pastreoides48157","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1845","GO:0019904","Pastreoides24898","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1846","GO:0019904","Pastreoides48157","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1847","GO:0020008","Pastreoides43933","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1848","GO:0020037","Pastreoides21071","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1849","GO:0021515","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1850","GO:0021537","Pastreoides06381","brown",0.0288109270444312,0.996625861917948,3,8,"telencephalon development","BP","developmental processes","P"
"1851","GO:0021537","Pastreoides37093","brown",0.0288109270444312,0.996625861917948,3,8,"telencephalon development","BP","developmental processes","P"
"1852","GO:0021537","Pastreoides15601","brown",0.0288109270444312,0.996625861917948,3,8,"telencephalon development","BP","developmental processes","P"
"1853","GO:0021553","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1854","GO:0021587","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1855","GO:0021591","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1856","GO:0021756","Pastreoides07540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1857","GO:0021761","Pastreoides07540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1858","GO:0021772","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1859","GO:0021782","Pastreoides37093","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1860","GO:0021794","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1861","GO:0021794","Pastreoides07540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1862","GO:0021795","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1863","GO:0021861","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1864","GO:0021874","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1865","GO:0021884","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1866","GO:0021895","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1867","GO:0021915","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1868","GO:0021943","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1869","GO:0022416","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1870","GO:0022603","Pastreoides17076","brown",0.0192249148521482,0.997058761281813,4,12,"regulation of anatomical structure morphogenesis","BP","other biological processes","P"
"1871","GO:0022603","Pastreoides06381","brown",0.0192249148521482,0.997058761281813,4,12,"regulation of anatomical structure morphogenesis","BP","other biological processes","P"
"1872","GO:0022603","Pastreoides15601","brown",0.0192249148521482,0.997058761281813,4,12,"regulation of anatomical structure morphogenesis","BP","other biological processes","P"
"1873","GO:0022603","Pastreoides07154","brown",0.0192249148521482,0.997058761281813,4,12,"regulation of anatomical structure morphogenesis","BP","other biological processes","P"
"1874","GO:0022618","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1875","GO:0022848","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1876","GO:0022848","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1877","GO:0022857","Pastreoides05928","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1878","GO:0023021","Pastreoides29772","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1879","GO:0023051","Pastreoides21071","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1880","GO:0023051","Pastreoides37093","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1881","GO:0030001","Pastreoides32156","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1882","GO:0030016","Pastreoides09653","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1883","GO:0030016","Pastreoides46362","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1884","GO:0030017","Pastreoides06690","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1885","GO:0030027","Pastreoides30277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1886","GO:0030033","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1887","GO:0030036","Pastreoides21353","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1888","GO:0030054","Pastreoides17076","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1889","GO:0030054","Pastreoides35850","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1890","GO:0030054","Pastreoides43146","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1891","GO:0030054","Pastreoides43933","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1892","GO:0030057","Pastreoides12330","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1893","GO:0030073","Pastreoides25707","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1894","GO:0030117","Pastreoides27332","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1895","GO:0030121","Pastreoides27332","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1896","GO:0030121","Pastreoides27332","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1897","GO:0030123","Pastreoides22094","brown",0.00771250477820431,1,2,2,"AP-3 adaptor complex","CC","other membranes","C"
"1898","GO:0030123","Pastreoides03540","brown",0.00771250477820431,1,2,2,"AP-3 adaptor complex","CC","other membranes","C"
"1899","GO:0030126","Pastreoides13607","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1900","GO:0030126","Pastreoides13607","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1901","GO:0030127","Pastreoides14527","brown",0.00906052468850356,1,2,2,"COPII vesicle coat","CC","other membranes","C"
"1902","GO:0030127","Pastreoides14527","brown",0.00906052468850356,1,2,2,"COPII vesicle coat","CC","other membranes","C"
"1903","GO:0030127","Pastreoides45686","brown",0.00906052468850356,1,2,2,"COPII vesicle coat","CC","other membranes","C"
"1904","GO:0030127","Pastreoides45686","brown",0.00906052468850356,1,2,2,"COPII vesicle coat","CC","other membranes","C"
"1905","GO:0030133","Pastreoides13607","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1906","GO:0030134","Pastreoides39669","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1907","GO:0030136","Pastreoides22094","brown",0.0282984341645173,0.998588234717569,2,4,"clathrin-coated vesicle","CC","other cellular component","C"
"1908","GO:0030136","Pastreoides03540","brown",0.0282984341645173,0.998588234717569,2,4,"clathrin-coated vesicle","CC","other cellular component","C"
"1909","GO:0030139","Pastreoides10000","brown",0.0321753537065081,0.996062593403933,3,8,"endocytic vesicle","CC","other cellular component","C"
"1910","GO:0030139","Pastreoides39669","brown",0.0321753537065081,0.996062593403933,3,8,"endocytic vesicle","CC","other cellular component","C"
"1911","GO:0030139","Pastreoides23236","brown",0.0321753537065081,0.996062593403933,3,8,"endocytic vesicle","CC","other cellular component","C"
"1912","GO:0030141","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1913","GO:0030145","Pastreoides50146","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1914","GO:0030154","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1915","GO:0030154","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1916","GO:0030154","Pastreoides13262","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1917","GO:0030154","Pastreoides13592","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1918","GO:0030154","Pastreoides17076","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1919","GO:0030154","Pastreoides18624","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1920","GO:0030154","Pastreoides46362","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1921","GO:0030155","Pastreoides18316","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1922","GO:0030155","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1923","GO:0030162","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1924","GO:0030162","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1925","GO:0030163","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1926","GO:0030165","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1927","GO:0030170","Pastreoides15480","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1928","GO:0030170","Pastreoides15480","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1929","GO:0030170","Pastreoides28573","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1930","GO:0030170","Pastreoides28573","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1931","GO:0030177","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1932","GO:0030182","Pastreoides47605","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1933","GO:0030198","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1934","GO:0030210","Pastreoides13592","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1935","GO:0030216","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1936","GO:0030217","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1937","GO:0030218","Pastreoides17070","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1938","GO:0030220","Pastreoides08666","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1939","GO:0030234","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1940","GO:0030239","Pastreoides06690","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1941","GO:0030246","Pastreoides00437","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1942","GO:0030261","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1943","GO:0030279","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1944","GO:0030307","Pastreoides34983","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1945","GO:0030308","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1946","GO:0030315","Pastreoides21202","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1947","GO:0030316","Pastreoides48157","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1948","GO:0030317","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1949","GO:0030324","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1950","GO:0030334","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1951","GO:0030334","Pastreoides46362","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1952","GO:0030335","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1953","GO:0030336","Pastreoides21353","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1954","GO:0030414","Pastreoides39538","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1955","GO:0030424","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1956","GO:0030424","Pastreoides11683","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1957","GO:0030424","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1958","GO:0030425","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1959","GO:0030425","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1960","GO:0030425","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1961","GO:0030426","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1962","GO:0030433","Pastreoides39669","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1963","GO:0030435","Pastreoides03020","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1964","GO:0030496","Pastreoides12330","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1965","GO:0030496","Pastreoides15206","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1966","GO:0030500","Pastreoides07540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1967","GO:0030501","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1968","GO:0030509","Pastreoides30277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1969","GO:0030512","Pastreoides23988","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1970","GO:0030513","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1971","GO:0030514","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1972","GO:0030515","Pastreoides53023","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1973","GO:0030534","Pastreoides07540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1974","GO:0030540","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1975","GO:0030544","Pastreoides16012","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1976","GO:0030551","Pastreoides03357","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1977","GO:0030552","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1978","GO:0030574","Pastreoides03020","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1979","GO:0030587","Pastreoides43146","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1980","GO:0030619","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1981","GO:0030620","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1982","GO:0030623","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1983","GO:0030623","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1984","GO:0030659","Pastreoides09994","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1985","GO:0030667","Pastreoides08666","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1986","GO:0030673","Pastreoides07540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1987","GO:0030673","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1988","GO:0030687","Pastreoides26633","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1989","GO:0030695","Pastreoides25707","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1990","GO:0030707","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1991","GO:0030713","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1992","GO:0030718","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1993","GO:0030720","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1994","GO:0030742","Pastreoides27332","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1995","GO:0030791","Pastreoides19615","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1996","GO:0030792","Pastreoides19615","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1997","GO:0030837","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1998","GO:0030853","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"1999","GO:0030880","Pastreoides18624","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2000","GO:0030891","Pastreoides29008","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2001","GO:0030897","Pastreoides03540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2002","GO:0030900","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2003","GO:0030900","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2004","GO:0030902","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2005","GO:0030904","Pastreoides15206","brown",0.0427210428632092,0.997320380382938,2,4,"retromer complex","CC","other membranes","C"
"2006","GO:0030904","Pastreoides27101","brown",0.0427210428632092,0.997320380382938,2,4,"retromer complex","CC","other membranes","C"
"2007","GO:0030917","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2008","GO:0030951","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2009","GO:0030951","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2010","GO:0030955","Pastreoides21202","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2011","GO:0030957","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2012","GO:0030971","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2013","GO:0030976","Pastreoides36848","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2014","GO:0031012","Pastreoides23988","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2015","GO:0031012","Pastreoides39538","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2016","GO:0031023","Pastreoides56760","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2017","GO:0031045","Pastreoides09994","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2018","GO:0031061","Pastreoides08493","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2019","GO:0031069","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2020","GO:0031071","Pastreoides15480","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2021","GO:0031071","Pastreoides15480","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2022","GO:0031090","Pastreoides12664","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2023","GO:0031090","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2024","GO:0031090","Pastreoides46362","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2025","GO:0031099","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2026","GO:0031100","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2027","GO:0031146","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2028","GO:0031167","Pastreoides02208","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2029","GO:0031175","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2030","GO:0031224","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2031","GO:0031225","Pastreoides10751","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2032","GO:0031262","Pastreoides24119","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2033","GO:0031262","Pastreoides24119","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2034","GO:0031267","Pastreoides27332","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2035","GO:0031267","Pastreoides25707","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2036","GO:0031267","Pastreoides21356","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2037","GO:0031288","Pastreoides03020","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2038","GO:0031315","Pastreoides03819","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2039","GO:0031323","Pastreoides09651","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2040","GO:0031323","Pastreoides31703","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2041","GO:0031326","Pastreoides48403","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2042","GO:0031344","Pastreoides46362","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2043","GO:0031347","Pastreoides31703","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2044","GO:0031386","Pastreoides03819","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2045","GO:0031396","Pastreoides08238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2046","GO:0031397","Pastreoides32099","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2047","GO:0031410","Pastreoides00069","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2048","GO:0031410","Pastreoides03020","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2049","GO:0031410","Pastreoides03295","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2050","GO:0031410","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2051","GO:0031410","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2052","GO:0031410","Pastreoides43933","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2053","GO:0031410","Pastreoides30636","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2054","GO:0031435","Pastreoides11683","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2055","GO:0031463","Pastreoides39087","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2056","GO:0031464","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2057","GO:0031465","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2058","GO:0031466","Pastreoides07627","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2059","GO:0031490","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2060","GO:0031491","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2061","GO:0031532","Pastreoides36405","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2062","GO:0031547","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2063","GO:0031624","Pastreoides07627","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2064","GO:0031625","Pastreoides03819","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2065","GO:0031625","Pastreoides36405","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2066","GO:0031625","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2067","GO:0031625","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2068","GO:0031642","Pastreoides00069","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2069","GO:0031643","Pastreoides03971","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2070","GO:0031647","Pastreoides34983","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2071","GO:0031667","Pastreoides43918","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2072","GO:0031667","Pastreoides43146","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2073","GO:0031674","Pastreoides21202","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2074","GO:0031697","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2075","GO:0031901","Pastreoides03540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2076","GO:0031901","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2077","GO:0031902","Pastreoides22094","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2078","GO:0031960","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2079","GO:0031965","Pastreoides03047","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2080","GO:0031965","Pastreoides04543","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2081","GO:0031965","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2082","GO:0031965","Pastreoides38203","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2083","GO:0031966","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2084","GO:0031966","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2085","GO:0031981","Pastreoides38349","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2086","GO:0031981","Pastreoides46362","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2087","GO:0032040","Pastreoides04543","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2088","GO:0032088","Pastreoides08238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2089","GO:0032092","Pastreoides23236","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2090","GO:0032094","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2091","GO:0032101","Pastreoides31703","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2092","GO:0032204","Pastreoides33482","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2093","GO:0032225","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2094","GO:0032228","Pastreoides21353","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2095","GO:0032259","Pastreoides19615","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2096","GO:0032268","Pastreoides23140","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2097","GO:0032269","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2098","GO:0032269","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2099","GO:0032270","Pastreoides48403","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2100","GO:0032286","Pastreoides03971","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2101","GO:0032288","Pastreoides00069","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2102","GO:0032289","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2103","GO:0032330","Pastreoides23988","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2104","GO:0032374","Pastreoides14527","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2105","GO:0032386","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2106","GO:0032386","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2107","GO:0032406","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2108","GO:0032407","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2109","GO:0032408","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2110","GO:0032412","Pastreoides09653","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2111","GO:0032436","Pastreoides00802","brown",0.0265233465941016,0.997168628117204,3,7,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP","protein metabolism","P"
