"","GO_ID","gene","adj.pval.Origin","adj.pval.Treatment","adj.pval.LifeStage","adj.pval.Origin_x_Treatment","adj.pval.Origin_x_LifeStage","adj.pval.Treatment_x_LifeStage","adj.pval.Origin_x_Treatment_x_LifeStage","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0000045","Pastreoides18234",0.672916317636939,0.281803151358294,0.0172236875022412,0.166959108339697,0.0898240643621792,0.331166902471756,0.230632687724187,NA,NA,NA,NA,NA,NA,NA,NA
"2","GO:0000054","Pastreoides19707",0.675389458914933,0.89791508594412,0.000169035177422577,0.127236162536228,0.857896554124779,0.815282075915087,0.549531786272852,NA,NA,NA,NA,NA,NA,NA,NA
"3","GO:0000097","Pastreoides27317",0.648006091682629,0.201556004785995,0.000251838315413892,0.474875717167082,0.392190601596019,0.820148745091785,0.890192116109812,NA,NA,NA,NA,NA,NA,NA,NA
"4","GO:0000118","Pastreoides00993",0.0201896526548535,0.371788337250464,0.00470492619060579,0.277192237509306,0.755455711742507,0.957500090889148,0.987848662689874,NA,NA,NA,NA,NA,NA,NA,NA
"5","GO:0000122","Pastreoides00089",0.553799468863992,0.000149670508681743,0.00414135773760335,0.811338941983177,0.819234407295945,0.832858289651228,0.734811581262585,NA,NA,NA,NA,NA,NA,NA,NA
"6","GO:0000122","Pastreoides01150",4.00593569732151e-35,0.00292764858303138,0.000509587697910392,0.00714867529346164,0.552345956994265,0.832029745504566,0.916018083344968,NA,NA,NA,NA,NA,NA,NA,NA
"7","GO:0000122","Pastreoides02051",0.00955137055938346,0.469583386379,0.000153183343090867,0.92575478657754,0.981127656649834,0.98925795343378,1,NA,NA,NA,NA,NA,NA,NA,NA
"8","GO:0000122","Pastreoides02289",0.0724148811644289,0.537232078395462,0.0122808733188005,0.473618414203052,0.834789943209242,0.409263682937706,0.92577489563375,NA,NA,NA,NA,NA,NA,NA,NA
"9","GO:0000122","Pastreoides09297",0.480895400107814,0.137475575937774,0.0135976401834274,0.00014377393843359,0.681767235484449,0.0353373647827965,0.598287374123589,NA,NA,NA,NA,NA,NA,NA,NA
"10","GO:0000123","Pastreoides05389",1.47220063316214e-13,0.181422356887642,1.07561625625159e-18,0.227036915753552,0.970834025722914,0.723973266244089,0.750713639523814,NA,NA,NA,NA,NA,NA,NA,NA
"11","GO:0000123","Pastreoides05389",1.47220063316214e-13,0.181422356887642,1.07561625625159e-18,0.227036915753552,0.970834025722914,0.723973266244089,0.750713639523814,NA,NA,NA,NA,NA,NA,NA,NA
"12","GO:0000126","Pastreoides12738",0.770335975965389,0.0630940408436048,0.00713330758554205,0.020879987849242,0.588093605471736,0.0576514527001692,0.944969164387997,NA,NA,NA,NA,NA,NA,NA,NA
"13","GO:0000126","Pastreoides57981",2.61073111829514e-06,0.0187281746976227,1.19762722319221e-187,0.00147397236200338,1.55558839496316e-10,0.0544007734677706,0.0655478706730789,NA,NA,NA,NA,NA,NA,NA,NA
"14","GO:0000132","Pastreoides40169",0.640615898370238,0.533426883794483,0.0207372642480532,0.590005151015521,0.717507301632975,0.815052141229681,0.870197023863326,NA,NA,NA,NA,NA,NA,NA,NA
"15","GO:0000139","Pastreoides18234",0.672916317636939,0.281803151358294,0.0172236875022412,0.166959108339697,0.0898240643621792,0.331166902471756,0.230632687724187,NA,NA,NA,NA,NA,NA,NA,NA
"16","GO:0000139","Pastreoides30342",0.00212878788483092,0.0765572332722905,0.000132335180987914,0.0380314981666535,0.72144763664556,0.0353124192258516,0.0927765197894012,NA,NA,NA,NA,NA,NA,NA,NA
"17","GO:0000139","Pastreoides48451",7.79200760303862e-06,0.0657452524883508,2.10375256730617e-08,0.00480127980104586,0.562665235737027,0.163521984592484,0.00888006614268659,NA,NA,NA,NA,NA,NA,NA,NA
"18","GO:0000146","Pastreoides11659",0.567511106941748,0.496475630233386,5.64135728105728e-07,0.0702316587741832,0.137197051240047,0.97424151152238,0.333801438492573,NA,NA,NA,NA,NA,NA,NA,NA
"19","GO:0000149","Pastreoides45686",5.61520916565115e-17,0.640167209541859,0.0365328212376511,0.670707355350499,0.905391217300553,0.143587954945724,0.964030960453212,NA,NA,NA,NA,NA,NA,NA,NA
"20","GO:0000154","Pastreoides02208",4.83767262934998e-59,1.30437100068009e-47,0.015721320361408,2.32980504289252e-21,0.95232912799918,0.916319744872964,0.793756773969659,NA,NA,NA,NA,NA,NA,NA,NA
"21","GO:0000164","Pastreoides13878",0.00245774896704326,0.873554286151078,0.0110525656406063,0.473618414203052,0.922529428301975,0.0694290480272028,0.549725647795531,NA,NA,NA,NA,NA,NA,NA,NA
"22","GO:0000166","Pastreoides54268",2.59471996729472e-16,0.019486324949037,2.98503682323303e-35,7.58154219010325e-11,0.120704444947586,0.0705357516621794,1,0.0262424163193658,0.986579807622916,19,104,"nucleotide binding","MF","other molecular function","F"
"23","GO:0000166","Pastreoides22899",0.399422041559958,0.26539744251919,0.04379380301249,0.995551656192085,0.850745352943168,0.622683143873571,0.823801471119297,0.0262424163193658,0.986579807622916,19,104,"nucleotide binding","MF","other molecular function","F"
"24","GO:0000166","Pastreoides29266",0.143922361602961,0.631737185274853,0.000366856912360778,0.498178926242266,0.795758185716381,0.981508009580868,0.634173999427576,0.0262424163193658,0.986579807622916,19,104,"nucleotide binding","MF","other molecular function","F"
