Sample.ID	Meth_Status	Feature	percent	Coral.ID	History	LifeStage	Group	Origin	Treatment	Transplant	Col_Life
183	18-358	Unmethylated	Downstream_Flanks	4.94	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
184	18-358	Methylated	Intergenic	56.28	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
185	18-358	Methylated	Introns	28.24	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
186	18-358	Sparsely_Methylated	CDS	8.18	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
187	18-358	Unmethylated	Intergenic	60.47	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
188	18-358	Methylated	CDS	9.37	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
189	18-358	Methylated	Downstream_Flanks	2.84	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
190	18-358	All_CpGs	Introns	19.65	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
191	18-358	Sparsely_Methylated	Introns	21.22	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
192	18-358	Unmethylated	Upstream_Flanks	6.39	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
193	18-358	All_CpGs	CDS	9.35	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
194	18-358	Sparsely_Methylated	Intergenic	60.43	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
195	18-358	All_CpGs	Upstream_Flanks	6.1	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
196	18-358	All_CpGs	Intergenic	60.15	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
197	18-358	Sparsely_Methylated	Upstream_Flanks	5.61	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
198	18-358	Sparsely_Methylated	Downstream_Flanks	4.56	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
199	18-358	Unmethylated	CDS	9.46	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
200	18-358	Unmethylated	Introns	18.74	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
201	18-370	Unmethylated	Intergenic	61.01	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
202	18-370	All_CpGs	Upstream_Flanks	6.13	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
203	18-370	All_CpGs	Intergenic	60.62	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
204	18-370	All_CpGs	Downstream_Flanks	4.79	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
205	18-370	All_CpGs	Introns	19.78	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
206	18-370	Sparsely_Methylated	Downstream_Flanks	4.65	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
207	18-370	Unmethylated	CDS	8.7	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
208	18-370	Unmethylated	Introns	18.87	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
209	18-370	All_CpGs	CDS	8.68	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
210	18-370	Methylated	CDS	8.91	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
211	18-370	Methylated	Introns	28.78	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
212	18-370	Methylated	Upstream_Flanks	3.23	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
213	18-370	Unmethylated	Upstream_Flanks	6.43	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
214	18-370	Sparsely_Methylated	Intergenic	60.77	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
215	18-370	Methylated	Downstream_Flanks	2.81	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
216	18-370	Sparsely_Methylated	CDS	8.1	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
217	18-370	Unmethylated	Downstream_Flanks	4.98	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
218	18-370	Methylated	Intergenic	56.27	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
219	18-370	Sparsely_Methylated	Introns	20.65	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
220	18-370	Sparsely_Methylated	Upstream_Flanks	5.83	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
221	18-406	All_CpGs	Introns	20.23	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
222	18-406	All_CpGs	Upstream_Flanks	6.02	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
223	18-406	Methylated	CDS	8.66	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
224	18-406	Methylated	Introns	29.61	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
225	18-406	All_CpGs	Intergenic	60.33	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
226	18-406	All_CpGs	Downstream_Flanks	4.71	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
227	18-406	All_CpGs	CDS	8.69	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
228	18-406	Sparsely_Methylated	Downstream_Flanks	4.51	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
229	18-406	Unmethylated	CDS	8.77	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
230	18-406	Unmethylated	Introns	19.23	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
231	18-406	Unmethylated	Upstream_Flanks	6.33	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
232	18-406	Unmethylated	Intergenic	60.75	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
233	18-406	Sparsely_Methylated	CDS	7.59	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
234	18-406	Methylated	Upstream_Flanks	3.2	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
235	18-406	Methylated	Intergenic	55.82	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
236	18-406	Methylated	Downstream_Flanks	2.71	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
237	18-406	Sparsely_Methylated	Introns	22	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
238	18-406	Sparsely_Methylated	Upstream_Flanks	5.4	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
239	18-406	Sparsely_Methylated	Intergenic	60.51	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
240	18-406	Unmethylated	Downstream_Flanks	4.92	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
241	18-418	Sparsely_Methylated	CDS	7.78	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
242	18-418	Unmethylated	Downstream_Flanks	4.97	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
243	18-418	Methylated	Introns	29.02	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
244	18-418	Methylated	Upstream_Flanks	3.25	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
245	18-418	Methylated	Downstream_Flanks	2.77	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
246	18-418	All_CpGs	Introns	20.04	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
247	18-418	Sparsely_Methylated	Introns	21.81	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
248	18-418	Methylated	Intergenic	56.1	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
249	18-418	All_CpGs	CDS	8.82	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
250	18-418	Methylated	CDS	8.85	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
251	18-418	All_CpGs	Upstream_Flanks	6.07	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
252	18-418	All_CpGs	Intergenic	60.31	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
253	18-418	All_CpGs	Downstream_Flanks	4.76	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
254	18-418	Sparsely_Methylated	Intergenic	60.45	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
255	18-418	Sparsely_Methylated	Downstream_Flanks	4.5	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
256	18-418	Unmethylated	CDS	8.88	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
257	18-418	Sparsely_Methylated	Upstream_Flanks	5.47	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
258	18-418	Unmethylated	Upstream_Flanks	6.38	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
259	18-418	Unmethylated	Intergenic	60.69	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
260	18-418	Unmethylated	Introns	19.09	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
261	18-454	All_CpGs	Introns	19.96	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
262	18-454	Unmethylated	Downstream_Flanks	5.01	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
263	18-454	All_CpGs	CDS	8.19	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
264	18-454	Methylated	CDS	8.2	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
265	18-454	All_CpGs	Upstream_Flanks	6.14	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
266	18-454	All_CpGs	Intergenic	60.92	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
267	18-454	All_CpGs	Downstream_Flanks	4.79	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
268	18-454	Sparsely_Methylated	Intergenic	60.66	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
269	18-454	Sparsely_Methylated	Downstream_Flanks	4.55	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
270	18-454	Unmethylated	CDS	8.23	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
271	18-454	Unmethylated	Introns	18.89	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
272	18-454	Unmethylated	Upstream_Flanks	6.46	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
273	18-454	Unmethylated	Intergenic	61.4	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
274	18-454	Methylated	Introns	29.46	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
275	18-454	Methylated	Upstream_Flanks	3.29	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
276	18-454	Methylated	Intergenic	56.25	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
277	18-454	Methylated	Downstream_Flanks	2.81	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
278	18-454	Sparsely_Methylated	CDS	7.4	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
279	18-454	Sparsely_Methylated	Introns	21.82	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
280	18-454	Sparsely_Methylated	Upstream_Flanks	5.57	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
281	18-55	All_CpGs	CDS	8.69	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
282	18-55	All_CpGs	Introns	20.14	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
283	18-55	All_CpGs	Upstream_Flanks	6.08	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
284	18-55	All_CpGs	Intergenic	60.33	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
285	18-55	All_CpGs	Downstream_Flanks	4.76	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
286	18-55	Methylated	CDS	8.73	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
287	18-55	Methylated	Introns	29.72	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
288	18-55	Methylated	Upstream_Flanks	3.18	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
289	18-55	Methylated	Intergenic	55.66	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
290	18-55	Methylated	Downstream_Flanks	2.7	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
291	18-55	Sparsely_Methylated	CDS	7.69	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
292	18-55	Sparsely_Methylated	Introns	21.82	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
293	18-55	Sparsely_Methylated	Upstream_Flanks	5.46	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
294	18-55	Sparsely_Methylated	Intergenic	60.6	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
295	18-55	Sparsely_Methylated	Downstream_Flanks	4.42	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
296	18-55	Unmethylated	CDS	8.75	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
297	18-55	Unmethylated	Introns	19.19	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
298	18-55	Unmethylated	Upstream_Flanks	6.37	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
299	18-55	Unmethylated	Intergenic	60.73	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
300	18-55	Unmethylated	Downstream_Flanks	4.96	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
301	L-1029	All_CpGs	CDS	9.23	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
302	L-1029	All_CpGs	Introns	19.53	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
303	L-1029	All_CpGs	Upstream_Flanks	6.17	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
304	L-1029	All_CpGs	Intergenic	60.36	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
305	L-1029	All_CpGs	Downstream_Flanks	4.7	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
306	L-1029	Methylated	CDS	9.6	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
307	L-1029	Methylated	Introns	28.55	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
308	L-1029	Methylated	Upstream_Flanks	3.2	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
309	L-1029	Methylated	Intergenic	55.89	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
310	L-1029	Methylated	Downstream_Flanks	2.75	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
311	L-1029	Sparsely_Methylated	CDS	8.47	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
312	L-1029	Sparsely_Methylated	Introns	20.2	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
313	L-1029	Sparsely_Methylated	Upstream_Flanks	5.85	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
314	L-1029	Sparsely_Methylated	Intergenic	60.99	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
315	L-1029	Sparsely_Methylated	Downstream_Flanks	4.49	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
316	L-1029	Unmethylated	CDS	9.24	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
317	L-1029	Unmethylated	Introns	18.7	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
318	L-1029	Unmethylated	Upstream_Flanks	6.45	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
319	L-1029	Unmethylated	Intergenic	60.73	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
320	L-1029	Unmethylated	Downstream_Flanks	4.88	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
321	L-1038	All_CpGs	CDS	9.38	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
322	L-1038	All_CpGs	Introns	19.83	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
323	L-1038	All_CpGs	Upstream_Flanks	6	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
324	L-1038	All_CpGs	Intergenic	60.08	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
325	L-1038	All_CpGs	Downstream_Flanks	4.71	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
326	L-1038	Methylated	CDS	9.42	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
327	L-1038	Methylated	Introns	28.41	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
328	L-1038	Methylated	Upstream_Flanks	3.27	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
329	L-1038	Methylated	Intergenic	56.14	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
330	L-1038	Methylated	Downstream_Flanks	2.76	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
331	L-1038	Sparsely_Methylated	CDS	8.42	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
332	L-1038	Sparsely_Methylated	Introns	20.64	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
333	L-1038	Sparsely_Methylated	Upstream_Flanks	5.67	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
334	L-1038	Sparsely_Methylated	Intergenic	60.78	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
335	L-1038	Sparsely_Methylated	Downstream_Flanks	4.5	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
336	L-1038	Unmethylated	CDS	9.43	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
337	L-1038	Unmethylated	Introns	19	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
338	L-1038	Unmethylated	Upstream_Flanks	6.27	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
339	L-1038	Unmethylated	Intergenic	60.39	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
340	L-1038	Unmethylated	Downstream_Flanks	4.9	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
341	L-1053	All_CpGs	CDS	8.52	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
342	L-1053	All_CpGs	Introns	20	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
343	L-1053	All_CpGs	Upstream_Flanks	6.07	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
344	L-1053	All_CpGs	Intergenic	60.67	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
345	L-1053	All_CpGs	Downstream_Flanks	4.73	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
346	L-1053	Methylated	CDS	8.45	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
347	L-1053	Methylated	Introns	29.09	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
348	L-1053	Methylated	Upstream_Flanks	3.26	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
349	L-1053	Methylated	Intergenic	56.36	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
350	L-1053	Methylated	Downstream_Flanks	2.84	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
351	L-1053	Sparsely_Methylated	CDS	7.71	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
352	L-1053	Sparsely_Methylated	Introns	20.36	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
353	L-1053	Sparsely_Methylated	Upstream_Flanks	5.88	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
354	L-1053	Sparsely_Methylated	Intergenic	61.45	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
355	L-1053	Sparsely_Methylated	Downstream_Flanks	4.6	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
356	L-1053	Unmethylated	CDS	8.58	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
357	L-1053	Unmethylated	Introns	19	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
358	L-1053	Unmethylated	Upstream_Flanks	6.39	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
359	L-1053	Unmethylated	Intergenic	61.08	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
360	L-1053	Unmethylated	Downstream_Flanks	4.94	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
361	L-1059	All_CpGs	CDS	8.19	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
362	L-1059	All_CpGs	Introns	20.3	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
363	L-1059	All_CpGs	Upstream_Flanks	6.1	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
364	L-1059	All_CpGs	Intergenic	60.63	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
