Sample.ID	Meth_Status	Feature	counts	Coral.ID	History	LifeStage	Group	Origin	Treatment	Transplant	Col_Life
185	18-202	Unmethylated	CDS	399719	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
186	18-202	Unmethylated	Introns	743202	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
187	18-202	Methylated	All_Flanks	23427	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
188	18-202	Methylated	Upstream_Flanks	12772	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
189	18-202	Unmethylated	Downstream_Flanks	197718	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
190	18-202	Methylated	Downstream_Flanks	10655	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
191	18-202	All_CpGs	CDS	460546	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
192	18-202	Unmethylated	All_Flanks	459704	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
193	18-202	Methylated	Introns	102299	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
194	18-202	Methylated	Gene	137703	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
195	18-202	Methylated	CDS	36958	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
196	18-202	Methylated	Intergenic	210453	P-4-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-4-A_Adult
197	18-227	Unmethylated	Gene	1640176	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
198	18-227	Unmethylated	CDS	544703	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
199	18-227	Unmethylated	All_Flanks	654364	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
200	18-227	Sparsely_Methylated	Downstream_Flanks	20248	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
201	18-227	Sparsely_Methylated	Intergenic	266976	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
202	18-227	Unmethylated	Introns	1085467	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
203	18-227	All_CpGs	Upstream_Flanks	408729	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
204	18-227	All_CpGs	Intergenic	3981275	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
205	18-227	Unmethylated	Upstream_Flanks	370311	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
206	18-227	Sparsely_Methylated	Upstream_Flanks	25628	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
207	18-227	Sparsely_Methylated	Gene	128733	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
208	18-227	Sparsely_Methylated	CDS	37899	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
209	18-227	Methylated	Upstream_Flanks	12790	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
210	18-227	Sparsely_Methylated	All_Flanks	45876	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
211	18-227	All_CpGs	All_Flanks	724277	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
212	18-227	Unmethylated	Downstream_Flanks	284053	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
213	18-227	Sparsely_Methylated	Introns	90786	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
214	18-227	All_CpGs	Downstream_Flanks	315548	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
215	18-227	Unmethylated	Intergenic	3480186	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
216	18-227	Methylated	Downstream_Flanks	11247	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
217	18-227	All_CpGs	Gene	1927885	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
218	18-227	Methylated	Introns	119402	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
219	18-227	Methylated	Intergenic	234113	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
220	18-227	Methylated	All_Flanks	24037	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
221	18-227	Methylated	Gene	158976	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
222	18-227	All_CpGs	CDS	624032	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
223	18-227	All_CpGs	Introns	1295655	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
224	18-227	Methylated	CDS	41430	R-11-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-11-A_Adult
225	18-322	All_CpGs	Introns	1538745	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
226	18-322	All_CpGs	All_Flanks	829875	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
227	18-322	All_CpGs	Upstream_Flanks	465765	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
228	18-322	All_CpGs	CDS	695885	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
229	18-322	All_CpGs	Gene	2242517	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
230	18-322	Methylated	Downstream_Flanks	17093	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
231	18-322	Methylated	CDS	56533	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
232	18-322	All_CpGs	Intergenic	4633748	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
233	18-322	Methylated	Introns	182999	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
234	18-322	Unmethylated	CDS	603184	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
235	18-322	Unmethylated	Introns	1259164	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
236	18-322	Methylated	All_Flanks	37529	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
237	18-322	Methylated	Upstream_Flanks	20436	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
238	18-322	Methylated	Intergenic	353041	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
239	18-322	Unmethylated	Downstream_Flanks	327107	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
240	18-322	Sparsely_Methylated	Intergenic	270404	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
241	18-322	Sparsely_Methylated	Gene	132618	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
242	18-322	All_CpGs	Downstream_Flanks	364110	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
243	18-322	Methylated	Gene	236794	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
244	18-322	Sparsely_Methylated	Introns	96582	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
245	18-322	Sparsely_Methylated	Downstream_Flanks	19910	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
246	18-322	Unmethylated	Gene	1873105	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
247	18-322	Unmethylated	Intergenic	4010303	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
248	18-322	Unmethylated	All_Flanks	748004	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
249	18-322	Unmethylated	Upstream_Flanks	420897	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
250	18-322	Sparsely_Methylated	CDS	36168	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
251	18-322	Sparsely_Methylated	All_Flanks	44342	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
252	18-322	Sparsely_Methylated	Upstream_Flanks	24432	P-9-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-9-A_Adult
253	18-358	Methylated	All_Flanks	31865	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
254	18-358	All_CpGs	All_Flanks	753374	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
255	18-358	All_CpGs	Introns	1364304	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
256	18-358	Methylated	Introns	147071	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
257	18-358	Methylated	CDS	48795	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
258	18-358	Methylated	Upstream_Flanks	17062	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
259	18-358	All_CpGs	Gene	2021084	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
260	18-358	Sparsely_Methylated	Introns	120245	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
261	18-358	Sparsely_Methylated	All_Flanks	57660	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
262	18-358	All_CpGs	Upstream_Flanks	423205	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
263	18-358	All_CpGs	Intergenic	4176250	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
264	18-358	All_CpGs	Downstream_Flanks	330169	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
265	18-358	Methylated	Gene	193827	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
266	18-358	Sparsely_Methylated	Downstream_Flanks	25842	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
267	18-358	Sparsely_Methylated	CDS	46362	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
268	18-358	Methylated	Intergenic	293123	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
269	18-358	Methylated	Downstream_Flanks	14803	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
270	18-358	Sparsely_Methylated	Gene	166711	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
271	18-358	Unmethylated	Introns	1096988	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
272	18-358	Unmethylated	Downstream_Flanks	289524	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
273	18-358	All_CpGs	CDS	648914	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
274	18-358	Sparsely_Methylated	Intergenic	342441	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
275	18-358	Unmethylated	All_Flanks	663849	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
276	18-358	Sparsely_Methylated	Upstream_Flanks	31818	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
277	18-358	Unmethylated	CDS	553757	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
278	18-358	Unmethylated	Gene	1660546	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
279	18-358	Unmethylated	Intergenic	3540686	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
280	18-358	Unmethylated	Upstream_Flanks	374325	P-10-A	Patch-Ambient-Patch	Adult	A-PAP	Patch	Ambient	Patch	P-10-A_Adult
281	18-370	Unmethylated	CDS	614674	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
282	18-370	Sparsely_Methylated	Introns	110542	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
283	18-370	Sparsely_Methylated	All_Flanks	56130	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
284	18-370	Methylated	CDS	58915	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
285	18-370	Methylated	Introns	190263	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
286	18-370	Sparsely_Methylated	CDS	43389	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
287	18-370	All_CpGs	Introns	1633711	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
288	18-370	All_CpGs	All_Flanks	901844	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
289	18-370	All_CpGs	Upstream_Flanks	506361	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
290	18-370	Sparsely_Methylated	Upstream_Flanks	31230	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
291	18-370	Sparsely_Methylated	Intergenic	325361	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
292	18-370	Sparsely_Methylated	Downstream_Flanks	24900	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
293	18-370	Unmethylated	Gene	1958338	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
294	18-370	Unmethylated	Introns	1332906	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
295	18-370	Unmethylated	All_Flanks	805818	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
296	18-370	Unmethylated	Upstream_Flanks	453803	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
297	18-370	Unmethylated	Intergenic	4308822	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
298	18-370	Unmethylated	Downstream_Flanks	352015	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
299	18-370	All_CpGs	CDS	716978	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
300	18-370	Sparsely_Methylated	Gene	154120	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
301	18-370	Methylated	Gene	246608	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
302	18-370	Methylated	Upstream_Flanks	21328	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
303	18-370	All_CpGs	Intergenic	5006137	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
304	18-370	All_CpGs	Downstream_Flanks	395483	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
305	18-370	Methylated	All_Flanks	39896	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
306	18-370	Methylated	Intergenic	371954	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
307	18-370	Methylated	Downstream_Flanks	18568	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
308	18-370	All_CpGs	Gene	2359066	P-15-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-15-A_Adult
309	18-406	Sparsely_Methylated	CDS	35249	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
310	18-406	All_CpGs	Intergenic	5082717	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
311	18-406	Methylated	Gene	261071	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
312	18-406	Methylated	CDS	59695	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
313	18-406	Sparsely_Methylated	Gene	137408	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
314	18-406	All_CpGs	Gene	2445753	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
315	18-406	All_CpGs	CDS	732455	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
316	18-406	All_CpGs	Introns	1704651	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
317	18-406	All_CpGs	All_Flanks	904722	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
318	18-406	All_CpGs	Upstream_Flanks	507508	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
319	18-406	Sparsely_Methylated	Upstream_Flanks	25097	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
320	18-406	All_CpGs	Downstream_Flanks	397214	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
321	18-406	Methylated	Intergenic	384945	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
322	18-406	Methylated	Introns	204188	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
323	18-406	Methylated	All_Flanks	40809	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
324	18-406	Methylated	Upstream_Flanks	22089	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
325	18-406	Unmethylated	Downstream_Flanks	357554	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
326	18-406	Methylated	Downstream_Flanks	18720	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
327	18-406	Unmethylated	Upstream_Flanks	460322	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
328	18-406	Unmethylated	Intergenic	4416588	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
329	18-406	Unmethylated	Gene	2047274	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
330	18-406	Sparsely_Methylated	Introns	102244	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
331	18-406	Sparsely_Methylated	All_Flanks	46037	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
332	18-406	Sparsely_Methylated	Downstream_Flanks	20940	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
333	18-406	Unmethylated	CDS	637511	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
334	18-406	Sparsely_Methylated	Intergenic	281184	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
335	18-406	Unmethylated	All_Flanks	817876	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
336	18-406	Unmethylated	Introns	1398219	R-15-A	Rim-Heated-Patch	Adult	A-RHP	Rim	Heated	Patch	R-15-A_Adult
337	18-418	All_CpGs	Intergenic	4781927	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
338	18-418	All_CpGs	Upstream_Flanks	481692	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
339	18-418	Sparsely_Methylated	Intergenic	248802	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
340	18-418	All_CpGs	All_Flanks	859490	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
341	18-418	Unmethylated	Intergenic	4172003	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
342	18-418	Unmethylated	Downstream_Flanks	341418	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
343	18-418	All_CpGs	Gene	2296708	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
344	18-418	All_CpGs	CDS	699209	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
345	18-418	All_CpGs	Introns	1588930	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
346	18-418	Sparsely_Methylated	Introns	89759	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
347	18-418	Sparsely_Methylated	All_Flanks	41031	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
348	18-418	Sparsely_Methylated	Downstream_Flanks	18535	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
349	18-418	Unmethylated	Gene	1933817	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
350	18-418	Unmethylated	CDS	610204	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
351	18-418	Unmethylated	Introns	1312388	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
352	18-418	Unmethylated	All_Flanks	779692	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
353	18-418	Unmethylated	Upstream_Flanks	438274	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
354	18-418	Methylated	Upstream_Flanks	20922	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
355	18-418	Methylated	Intergenic	361122	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
356	18-418	Methylated	Downstream_Flanks	17845	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
357	18-418	Sparsely_Methylated	Gene	121680	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
358	18-418	Sparsely_Methylated	CDS	32022	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
359	18-418	Methylated	Gene	241211	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
360	18-418	Methylated	CDS	56983	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
361	18-418	Sparsely_Methylated	Upstream_Flanks	22496	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
362	18-418	All_CpGs	Downstream_Flanks	377798	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
363	18-418	Methylated	Introns	186783	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
364	18-418	Methylated	All_Flanks	38767	R-9-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-9-A_Adult
365	18-454	All_CpGs	Gene	2998302	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
366	18-454	All_CpGs	CDS	869380	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
367	18-454	Unmethylated	Gene	2495156	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
368	18-454	Unmethylated	CDS	753341	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
369	18-454	Unmethylated	Introns	1728516	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
370	18-454	Unmethylated	All_Flanks	1049124	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
371	18-454	Unmethylated	Upstream_Flanks	591089	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
372	18-454	Unmethylated	Intergenic	5617532	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
