sample_uid	11	12	13	14	15	18	19	16	17	21	20	22	23	24
336	37316.0	0	0	0	0	0	0	0	0	0	0	0	0	0
381	30507.0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	21912.0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	38271.0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	26839.0	0	0	0	0	0	0	0	0	0	0	0	0	0
356	33783.0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	61066.0	0	0	303.0	0	0	0	0	0	0	0	0	0	0
351	477.0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	34901.0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	39526.0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	51745.0	0	0	0	0	130.0	0	0	0	0	0	0	0	0
347	25426.0	0	0	136.0	0	0	0	0	0	0	0	0	0	0
353	17536.0	0	0	0	0	0	0	0	0	0	0	0	0	0
371	32293.0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	25840.0	0	0	0	75.0	140.0	0	0	0	0	0	0	0	0
341	33379.0	0	0	147.0	97.0	0	0	0	0	0	0	0	0	0
346	25903.0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	24861.0	0	0	133.0	23.0	0	0	0	0	0	0	0	0	0
333	26361.0	0	0	401.0	0	0	0	0	0	0	0	0	0	0
362	24012.0	0	0	0	0	0	0	0	0	0	0	0	0	0
357	33311.0	0	0	0	37.0	15.0	32.0	0	0	0	0	0	0	0
377	32545.0	0	0	0	0	0	0	0	74.0	0	0	0	0	0
323	30330.0	0	0	0	0	0	0	0	0	287.0	0	0	0	0
326	32421.0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	31736.0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	24358.0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	37157.0	0	0	155.0	0	486.0	0	0	0	0	0	0	0	0
329	30280.0	0	0	0	0	1310.0	0	0	0	0	760.0	0	0	0
339	21888.0	0	0	288.0	1564.0	0	0	0	0	0	0	0	0	0
364	36976.0	0	0	0	0	3637.0	0	0	0	0	0	0	0	0
327	30858.0	0	0	0	0	0	0	2778.0	0	0	0	0	0	0
359	0	34157.0	0	0	0	0	0	0	0	0	0	0	0	0
332	0	28877.0	0	0	0	0	0	0	0	0	0	0	0	0
376	0	21096.0	0	0	0	0	0	0	0	0	0	0	0	0
373	0	25238.0	0	0	0	0	0	0	0	0	0	0	0	0
325	0	13129.0	0	0	0	0	0	0	0	225.0	0	0	0	0
369	0	29451.0	0	0	0	0	0	0	0	0	0	0	0	0
358	0	24625.0	0	0	0	0	0	0	0	0	0	0	0	0
344	0	16609.0	0	0	0	0	0	0	0	0	0	139.0	0	0
330	0	31117.0	0	0	0	0	0	0	0	0	0	0	0	0
365	0	36996.0	0	0	0	0	0	0	0	0	0	0	0	0
340	0	48274.0	0	0	0	0	0	0	0	0	0	0	0	0
343	0	11003.0	0	0	0	0	0	0	0	0	0	0	0	0
368	0	18327.0	0	0	0	0	0	0	0	0	0	0	0	0
334	0	28399.0	0	0	0	0	0	0	0	0	0	0	0	0
354	0	7047.0	0	0	0	0	0	0	0	0	0	0	0	0
352	0	46630.0	0	0	0	0	0	0	0	0	0	0	0	0
374	0	26252.0	0	0	0	0	0	0	0	0	0	0	0	0
366	0	13473.0	0	0	0	0	0	0	0	287.0	0	0	0	168.0
372	0	21556.0	0	0	0	0	124.0	0	0	0	0	0	0	0
338	0	25408.0	0	0	0	0	0	0	0	0	0	0	0	0
324	0	10118.0	0	0	0	0	0	0	0	869.0	0	0	154.0	0
342	0	23673.0	0	0	1409.0	0	0	0	0	0	0	0	0	0
337	0	0	31290.0	0	0	0	0	0	0	0	0	0	0	0
370	0	0	22903.0	0	0	0	0	0	0	0	0	0	0	0
349	0	0	15471.0	0	0	0	0	0	0	0	0	0	0	0
350	0	0	34322.0	0	0	0	0	0	0	0	0	0	0	0
345	0	0	14243.0	0	0	0	0	0	0	0	0	0	0	0
363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
